"OTU" "Feature_name" "134_227Halis_379_198_S1_L001" "134_228Nanom_367_210_S2_L001" "134_233bChun_355_222_S3_L001" "134_234bEren_343_234_S4_L001" "134_235bApol_331_246_S5_L001" "134_236Apole_319_258_S6_L001" "134_241Lensi_307_270_S7_L001" "134_242Forsk_295_282_S8_L001" "134_243Apole_378_199_S9_L001" "134_244Steph_366_211_S10_L001" "134_245Diphy_354_223_S11_L001" "134_246Diphy_342_235_S12_L001" "134_247Diphy_330_247_S13_L001" "134_248Diphy_318_259_S14_L001" "134_249Diphy_306_271_S15_L001" "134_250Vogti_294_283_S16_L001" "134_251Diphy_377_200_S17_L001" "134_252Agalm_365_212_S18_L001" "134_253Agalm_353_224_S19_L001" "134_254Chuni_341_236_S20_L001" "134_255Apole_329_248_S21_L001" "134_256Apole_317_260_S22_L001" "134_257Apole_305_272_S23_L001" "134_258Praya_293_284_S24_L001" "134_259Steph_376_201_S25_L001" "134_260Apole_364_213_S26_L001" "134_261Sphae_352_225_S27_L001" "134_262Forsk_340_237_S28_L001" "134_263Apole_328_249_S29_L001"
"Eukaryota_SAR_Alveolata_Syndiniales__100_113_ 72.10_NA_NA_NA" "2b45f5ea82fc63b5e9335eafa5f5cf6a" "0" "0" "0" "0" "1176" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II_uncultured eukaryote_uncultured eukaryote_NA_100.00_119.00_91.31" "5d4066dca39990ba8ac8876131242256" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "317" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_100.00_119.00_91.23" "b4902ffd0af5d459b065d0f65528d9ac" "76" "0" "22" "16" "0" "0" "0" "0" "35" "12" "0" "0" "0" "0" "0" "15" "17" "0" "0" "16" "0" "23" "0" "0" "23" "0" "41" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_100.00_119.00_91.23" "853543180934e530e60a056b24f10ce1" "99" "74" "25" "0" "1" "1" "0" "0" "20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 99.15_117.00_ 89.58_NA" "bc9a786d5f8d9d53418266a0cf194ebf" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "99" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 99.15_117.00_ 89.58_NA" "4828b6a447373cfe596b2a9e927a4e4a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "70" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__100.00_117.00_ 72.60_NA" "06a38157edb59e246a402279a306fe50" "0" "0" "0" "0" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "44" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__100.00_117.00_ 72.60_NA" "b497273a1033bf8f41da5e2e2da68c4f" "0" "0" "0" "0" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40" "0"
"Eukaryota__100_38_89.98___NA_NA_NA_NA" "9813f107b0c353ba1aba16ee845f427f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "47" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_100.00_119.00_91.31" "830fdef6e741ff333d4dbb60116df576" "0" "0" "0" "0" "0" "37" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 95.80_119.00_88.71" "0629736f2e25a2f23f624fcbfb32ba4d" "0" "19" "0" "0" "0" "0" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Amoebozoa_Centrohelida_uncultured marine eukaryote__uncultured marine eukaryote_NA_ 97.22_ 36.00_89.04" "ffcc702bf574feb7c19c75be27b2be40" "0" "0" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 97.44_117.00_ 70.62_NA" "fae478fd9325d8c84372c8320fe1bec8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "25" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__100.00_117.00_ 91.04_NA" "b18e194d44b1732d224daf19ba08b69c" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 97.44_117.00_ 70.62_NA" "a76a44a4f8882a1b04400aa58008e366" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21" "0"
"Eukaryota_SAR__100_116_72.52__NA_NA_NA_NA" "97bf889945f24acf5d70436c5800188f" "0" "0" "0" "0" "21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae__99.15_117.00_ 89.23_NA_NA" "c946189d27a4c1fa8f182ddd11a826ad" "20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_92_90.91___NA_NA_NA_NA" "4d9318133527d3398905b9c07636afaf" "0" "0" "0" "3" "15" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__100.00_117.00_ 91.04_NA" "a2b5465ff6079232c2a56a855e4acf00" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__97.22_36_89.66___NA_NA_NA_NA" "6d08a1f2a9cdb64ad8ffe8418824d54b" "0" "0" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_100.00_ 93.00_90.74" "4278d4d71e8e47a5e808ff2106bf7b1a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15"
"Eukaryota__100_92_90.91___NA_NA_NA_NA" "f50e7da9c49ab63dfb80c41a711e4823" "0" "0" "0" "5" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_MAST-12__91.15_113_ 71.37_NA_NA_NA" "9955e75b15bb2fd5ea4cdb3af187eb47" "0" "0" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Rhabditophora__ 98.08_ 52.00_ 89.65_NA" "046171b9e28c5e22546d52b5254bae4b" "0" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa__95.73_117.00_ 70.11_NA_NA" "c19bbb35df6a1bc1339f3085a7daa92a" "0" "0" "0" "0" "12" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chlorophyta_Chlorodendrophyceae_Chlorodendrales_Tetraselmis__100_109.00_ 89.54_NA_NA" "f75d4c0ec9bb95209132539681a8b481" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Litostomatea_Haptoria_Hemiophrys__100.00_ 94.00_ 72.73_NA" "d2bcd4ec5ea72f4078ecef96cbeabf5b" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Ochrophyta_Ochromonadales__100_117_ 71.15_NA_NA_NA" "dd0dd5d0801d2cd824500e8077dd3bd3" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chlorophyta_Chlorophyceae__100_117_71.48_NA_NA_NA_NA" "26625c44f5709ff60630942c81736eba" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__93.33_60_88.44___NA_NA_NA_NA" "2ccf886ae1740a646be91588bb5dcff2" "0" "0" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Phyllopharyngea__92.16_102.00_ 70.92_NA_NA" "287abe2836e8990ca0094a5179d975ac" "0" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_100.00_ 93.00_90.74" "0ece326f1521639017778042995337bb" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 99.19_123.00_ 89.83_NA" "9cdc64f105c7bca4092bcbe9d60554d7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Rotifera__100_123.00_ 91.11_NA_NA" "039fc07a8d72906ceccfc70406bd90e2" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__91.89_ 74.00_ 86.38_NA_NA" "c5e9c73311264a5d35a9a568051fdfb9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_MAST-12__91.15_113_ 71.37_NA_NA_NA" "c3e5280a54000d3b95e8a115515ff4b8" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__93.5_123_87.17___NA_NA_NA_NA" "8f26d322aa5017d44b65b23ead71bcbf" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_MAST-12_MAST-12C__98.32_119.00_ 88.78_NA_NA" "3ed8539fce8d5d134f003e655de569b7" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_38_89.98___NA_NA_NA_NA" "181d39889d541efce650c9f0ecbd6a07" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0"
"Eukaryota__100_90_90.50___NA_NA_NA_NA" "120cf3073bd0a23a63883f36259a616b" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Deuterostomia_Chordata_Tunicata_Appendicularia__ 99.18_122.00_ 90.02_NA" "fed9b66ace939a0c38fc385b279b7a6c" "0" "0" "0" "0" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Rhizaria_Cercozoa_Vampyrellidae__89.43_123.00_ 85.57_NA_NA" "532111bd06273edcc01854a2270671f3" "0" "0" "0" "0" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__91.89_ 74.00_ 86.38_NA_NA" "83de5a7c53591b40049a3fc39bb708c1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Rhabditophora__100.00_117.00_ 88.38_NA" "7ea2c21f22cb9d661fe42df7e20bec49" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chytridiomycota_Incertae Sedis__99.16_119_86.75_NA_NA_NA_NA" "42188da03ed0fcbe51f9178bc496c0d4" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_Ochrophyta_Mediophyceae__100_117.00_ 86.97_NA_NA" "06002f7523e7d676ad1913fcca714c5d" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_36_89.98___NA_NA_NA_NA" "038203466a152c6f2223ae399bed1781" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Discoba_Discicristata_Euglenozoa_Euglenophyceae_Trachelomonas__ 91.35_104.00_ 87.62_NA" "c046241529ba91170bf5cdf3130487f2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Rhizaria_Retaria_Polycystinea_Nassellaria_uncultured eukaryote_NA_ 99.16_119.00_88.14" "8a7aba2c11576fb861f2ecd4e59237dc" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_Ochrophyta__98.25_57_ 71.28_NA_NA_NA" "cfbac85339417057b5c4a2afab876fe1" "0" "0" "0" "0" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Spirotrichea_Oligotrichia__98.2_111.00_ 90.32_NA_NA" "784f031f4057976cfaed131c24494bac" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
