"OTU" "Feature_name" "179_227Halis_379_198_S1_L001" "179_228Nanom_367_210_S2_L001" "179_233bChun_355_222_S3_L001" "179_234bEren_343_234_S4_L001" "179_235bApol_331_246_S5_L001" "179_236Apole_319_258_S6_L001" "179_241Lensi_307_270_S7_L001" "179_242Forsk_295_282_S8_L001" "179_243Apole_378_199_S9_L001" "179_244Steph_366_211_S10_L001" "179_245Diphy_354_223_S11_L001" "179_246Diphy_342_235_S12_L001" "179_247Diphy_330_247_S13_L001" "179_248Diphy_318_259_S14_L001" "179_249Diphy_306_271_S15_L001" "179_250Vogti_294_283_S16_L001" "179_251Diphy_377_200_S17_L001" "179_252Agalm_365_212_S18_L001" "179_253Agalm_353_224_S19_L001" "179_254Chuni_341_236_S20_L001" "179_255Apole_329_248_S21_L001" "179_256Apole_317_260_S22_L001" "179_257Apole_305_272_S23_L001" "179_258Praya_293_284_S24_L001" "179_259Steph_376_201_S25_L001" "179_260Apole_364_213_S26_L001" "179_261Sphae_352_225_S27_L001" "179_262Forsk_340_237_S28_L001" "179_263Apole_328_249_S29_L001"
"Eukaryota_Ascomycota_Pezizomycotina_Pleosporales_Incertae Sedis__100_163.00_ 91.77" "c89075bf0406f88b37a8328a4f07f759" "0" "0" "59" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_ 88.00_ 72.78" "ffc5d29559e87e00cb370d05dd953ca1" "0" "0" "0" "24" "0" "30" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ascomycota_Pezizomycotina_Pleosporales_Incertae Sedis__100_163.00_ 91.77" "6c8ffe189807df3470ddf3639790b36d" "0" "0" "46" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__94.44_54_85.19___NA_NA" "df36aa757ef5238a8de561f4f9a33da8" "0" "0" "0" "0" "42" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_314.00_ 74.54" "aa831988991b5b653162c8dab3f77b0f" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "4" "0" "11" "0" "0" "0" "0" "15" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__100.00_164.00" "3cfc325f0b2ce3435c69ce6f08be505c" "0" "0" "0" "0" "0" "0" "41" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__94.44_54_85.19___NA_NA" "56e184e79ce4b09b67250c39fc0bc7fb" "0" "0" "0" "0" "37" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__93.83_162_ 70.41_NA" "a72fe7f940b386cad64fa547638e1e9a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "33" "0"
"Eukaryota_Bilateria__100_164_91.28__NA_NA" "3d9bd041d29627bdc3f12b59ee03a602" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "28" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__99.4_168_91.51___NA_NA" "1cee9a0ddd49e45e6398a3433bac54f9" "0" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured marine eukaryote_uncultured marine eukaryote_NA_ 99.38" "7c656fa506f646f89fccfcb4496147b6" "0" "0" "0" "0" "20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured marine eukaryote_uncultured marine eukaryote_NA_ 99.38" "2aa29188429cbcf984bc43f89190fe6f" "0" "0" "0" "0" "19" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_314.00_ 74.54" "06ae0871231e2e4d50f8bfdc61638f25" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0"
"Eukaryota__99.4_168_91.51___NA_NA" "f7085432daf77d1adab08b34485adfb7" "0" "0" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II__100_166.00_ 91.78" "edcbf59b6770ca79b160e90dbd6b6c02" "0" "0" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_100.00" "b302c9a7794bfd24bd126c6a5aae4fea" "0" "0" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa__99.39_164_ 91.47_NA" "466a7b05754e464e8209a07024b15b4a" "0" "0" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Ochrophyta__98.19_166_90.46_NA_NA" "0f30b056cd4c30fbce45a93e835ed5fc" "0" "0" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa__99.39_164_ 91.47_NA" "56e53a82c3284b574e2d18205db60eea" "0" "0" "0" "0" "13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II__100_166.00_ 91.78" "2557764e47c39632c86aca7031986e98" "0" "0" "0" "0" "13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__95.68_162.00_ 71.53" "780cb8b862341b2391851fd96d1ce7c3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__95.03_161_89.44___NA_NA" "6bfd78e0448c678f02f89ee7bf1cc343" "0" "0" "0" "0" "12" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Leptothecata__96.55_109.00_ 89.60" "c3405f3d2ae62b811073fc1653f12922" "0" "0" "0" "0" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_Ochrophyta_Mediophyceae_Arcocellulus__ 99.40_167.00" "96631a6e995d5442bbb5c260ea985762" "0" "0" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__92.41_79_88.07___NA_NA" "147f8480cf2432d9b967ae606d1e79d7" "0" "0" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_MAST-12__93.98_166_ 87.27_NA" "705b2f30e298a4836d05bb7c202846cd" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_128.00_ 73.12" "40dbde1ff470848c79811eb7c0321d67" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ascomycota_Saccharomycotina_Saccharomycetales_Phaffomycetaceae_Cyberlindnera-Candida clade__100.00_165.00" "f348f93db9c663e01699798e4ead01c9" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Rhizaria_Retaria_RAD A__100_160.00_ 90.03" "b73e75c4694873bca9356b573102eec4" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_128.00_ 73.12" "99c69ba04b49088c7b2ebcdbfa520777" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__91.82_159_87.02___NA_NA" "8f8dd59ef6fde60499c22d2b882df329" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Protalveolata_Perkinsidae_A31__ 98.14_161.00" "70b5518e6e9a8b6edcf7c0d3acc321d2" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Leptothecata__96.55_109.00_ 89.60" "0cf57308fb2d0b37aaad1ec64d915a3d" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II__100_162.00_ 73.41" "6b5a41ac34ff66c36ccaaab0569e8943" "0" "0" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Ochrophyta__98.19_166_90.46_NA_NA" "414f57660862605e3413d0024c5c6407" "0" "0" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Catenulida__ 98.78_164.00" "ff1b9ad1308752b9660d0aa30d5d9049" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__91.82_159_87.02___NA_NA" "5c1ecafdb984fa665feec3ac96af8f4a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II__100_162.00_ 73.41" "13bda82e97790593c4d91a82782c0172" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cryptophyceae_Cryptophyceae_Cryptomonadales_Cryptomonas__100_164.00_ 91.27" "119cbdbd33c2856db493d6a8735c3039" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_101_89.33___NA_NA" "b4ca53c1525f487fd3d09e7882563875" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__96.3_162.00_ 71.82" "7a121cf51aa8875597746927065b905f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Basidiomycota_Ustilaginomycotina_Malasseziales_Malasseziaceae_Malassezia_uncultured fungus_NA_100.00" "2e3a49d20df730cffb848135b4790aea" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Arthropoda_Malacostraca__99.39_164_ 72.98_NA" "13bd67f026c82a82c3b77a9a3c5b78f4" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__95.06_162.00_ 71.24" "ef3fbc6e2d7a6737776bba6071b4928c" "0" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae__99.4_166.00_ 73.07" "dd3d0d61907eacf810f77d18c291be4d" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Arthropoda_Malacostraca__99.39_164_ 72.98_NA" "12d085c70908474919f5b1d353668ffa" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__88.89_162_84.69___NA_NA" "afc719f1c7277ebdc6b6ba3c45fe031f" "0" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Rhizaria_Cercozoa_Glissomonadida__100_168.00_ 71.62" "79936c637a2a010e8d162878ef10f183" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR__100_167_91.75__NA_NA" "7667b53395316cee8ebf16a84ae0c02e" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ascomycota_Taphrinomycotina_Taphrinales__87.35_166_ 83.83_NA" "4e20249c44f6e9ad57e0771a1a124c79" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__97.46_139.00_ 72.16" "4bb4b9d224427cfc78b7ee8f5dcad283" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
