"OTU" "Feature_name" "166_300Apole_091_102_S1_L001" "166_304Crase_079_114_S2_L001" "166_305Crase_067_126_S3_L001" "166_309Forsk_055_138_S4_L001" "166_310Gymno_043_150_S5_L001" "166_311Lychn_031_162_S6_L001" "166_313Marru_019_174_S7_L001" "166_314Praya_007_186_S8_L001" "166_315Resom_090_103_S9_L001" "166_316Resom_078_115_S10_L001" "166_317Vogti_066_127_S11_L001" "166_319Frill_054_139_S12_L001" "166_320Forsk_042_151_S13_L001"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 99.39_163.00" "875f31eed95d8bcafbcdff8ba34d3baa" "0" "0" "0" "0" "30" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Dinoflagellata_Dinophyceae_Gymnodiniphycidae_Gymnodinium clade__99.3_143.00_ 72.97_NA" "77baf1e46f4a9ea7c7acf7ef2c94eb0b" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "30"
"Eukaryota_Bilateria_Deuterostomia_Chordata_Tunicata_Appendicularia__100.00_167.00_ 91.69" "da196ad8c9dc5b4753f54b1dc1fd5d48" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "29"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II_uncultured eukaryote_uncultured eukaryote_NA_100.00_166.00" "eeaca00a71d9c1abe7d089252a637ef7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "27" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_uncultured eukaryote__uncultured eukaryote_NA_ 99.39_163.00" "61a433e24051a574c2077dca04594a05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "27" "0"
"Eukaryota_Chlorophyta_Ulvophyceae__100_162_91.25_NA_NA_NA" "37e56b4512b890864de6f5fd72b4dbef" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I__99.39_163.00_ 91.33_NA" "c30671541b63e89b56d1ade637debd80" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24" "0"
"Eukaryota__89.02_164_84.59___NA_NA_NA" "b0fbd32a47179acda7c030a475ede3fe" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Nemertea_Enopla__ 99.40_166.00_ 91.11" "f7212e0170625ebdeef8506f67d50454" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Nemertea_Enopla__ 99.40_166.00_ 91.11" "6bba6c01ea210bf9ada7018ddcf4bc85" "0" "0" "7" "0" "0" "0" "0" "0" "15" "0" "0" "0" "0"
"Eukaryota_Porifera_Demospongiae_Spongillida__100_165_ 91.48_NA_NA" "3e5231c0818c3f25231d44695cae3e08" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0" "0"
"Eukaryota_Chlorophyta_Chlorophyceae__98.77_163_91.14_NA_NA_NA" "27c4ed606f55759789ed4b2f45399fff" "0" "0" "21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__100.00_166.00_ 91.31" "d698d24d6540d83b0602c144a0e74947" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "20" "0"
"Eukaryota_Dinoflagellata_Dinophyceae__97.5_160_89.92_NA_NA_NA" "dda9dc0dff4180d43f5b0526906130cf" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0"
"Eukaryota_SAR_Stramenopiles_Ochrophyta_Mediophyceae__99.39_164.00_ 71.40_NA" "2dcb856113b03aed85c1b64839206e40" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__90.96_166_ 87.61_NA_NA" "02c23061d723da82df6b04b0103d7b85" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 95.76_165.00" "f0b5d0705b6ebd4abb9cb4a354b321ca" "16" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Oligohymenophorea__98.19_166.00_ 90.60_NA" "7fdfa71f53477c85fd7a84ae25d1d1d2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "16"
"Eukaryota__93.25_163_87.17___NA_NA_NA" "051526c5d6701cb637447b9b409ec9e9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "16" "0" "0"
"Eukaryota__99.31_144_90.42___NA_NA_NA" "e3286a338baa97e2a35be3b3b73aea97" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15"
"Eukaryota__91.3_161_85.46___NA_NA_NA" "44fe1e095b432718b8d81d4e0a096424" "0" "0" "15" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chlorophyta__100_165_91.79__NA_NA_NA" "b1f9a2c148a3e934420be9bb92be8174" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14"
"Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Oligohymenophorea__98.19_166.00_ 90.60_NA" "3bc2f590eb3c44640db0ecfc4a36288a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14"
"Eukaryota_Ciliophora_Intramacronucleata_Spirotrichea_Choreotrichia_Tintinnidium__ 99.38_160.00_ 72.87" "3a8a580028a468aca76bcd5320bc47a9" "0" "0" "0" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_Bicosoecida__99.38_160_ 90.42_NA_NA" "ef227d4f22b7712fc97f2f2911abf434" "0" "0" "13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__97.16_141_90.03___NA_NA_NA" "6606aa5b9e08dd34ab6be5356680325e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II_uncultured eukaryote_uncultured eukaryote_NA_ 99.39_163.00" "33028b2e751d8582d8404fcc0e77c3ad" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Rotifera_Bdelloidea__ 98.17_164.00_ 72.39" "05071015e98c90a1c735ca0e630dd49d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II_uncultured eukaryote_uncultured eukaryote_NA_ 98.91_ 92.00" "fa8cf274f90c6a41fcf9a06a33a7badf" "0" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Archaeplastida_Rhodophyceae_Florideophycidae__95.12_82_ 87.77_NA_NA" "bed263bec7cc27865b8a04ae1f713688" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Spirotrichea_Choreotrichia_Pelagostrobilidium_uncultured eukaryote_NA_ 99.38_161.00" "565f10186cab44b421595cf92d3e1014" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "0"
"Eukaryota_SAR_Stramenopiles_Bicosoecida_Bicosoeca__100_163.00_ 90.45_NA" "1d18bbd7916c575f5daeea69326465ed" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0"
"Eukaryota__100_35_90.33___NA_NA_NA" "bbd11e1911ae4a960e8593e71f2e3b89" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata_Homo sapiens_NA_ 99.37_159.00" "6ba9467eced983881ce25d0b0d20f9ea" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_Ochrophyta_Bacillariophyceae_Cocconeis__100.00_158.00_ 91.33" "4651cf20a7ae5d780de355fc017fa243" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_MAST-3_MAST-3J__98.14_161.00_ 90.44_NA" "b9f94cc4a1f00a0363aa513ced2d768e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__99.05_138_ 89.93_NA_NA" "91e120f6e03e6a56c2217a0cfdbc7c33" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__92.36_157_85.96___NA_NA_NA" "403003745982e6f0b8e79118814d3306" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 99.39_163.00" "c60411415e0c0a0f4b25a89bdf8bfd18" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II__99.4_166.00_ 73.19_NA" "84b3e546c789f1677877db9a39047f68" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7"
"Eukaryota_SAR_Stramenopiles_Ochrophyta_Mediophyceae__99.39_164.00_ 71.40_NA" "6f0609c9879c27f669898bd99fee3f4d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa_Choanozoa__ 97.86_140.00_ 72.36" "ece5211626acdd53fd55be0dc2bf5228" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Rhizaria_Retaria_Acantharia_Chaunocanthida_uncultured eukaryote_NA_ 93.83_ 81.00" "c584853479fc1a3e6729099c41bfaffd" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
