"OTU" "Feature_name" "134_227Halis_379_198_S1_L001" "134_228Nanom_367_210_S2_L001" "134_233bChun_355_222_S3_L001" "134_234bEren_343_234_S4_L001" "134_235bApol_331_246_S5_L001" "134_236Apole_319_258_S6_L001" "134_241Lensi_307_270_S7_L001" "134_242Forsk_295_282_S8_L001" "134_243Apole_378_199_S9_L001" "134_244Steph_366_211_S10_L001" "134_245Diphy_354_223_S11_L001" "134_246Diphy_342_235_S12_L001" "134_247Diphy_330_247_S13_L001" "134_248Diphy_318_259_S14_L001" "134_249Diphy_306_271_S15_L001" "134_250Vogti_294_283_S16_L001" "134_251Diphy_377_200_S17_L001" "134_252Agalm_365_212_S18_L001" "134_253Agalm_353_224_S19_L001" "134_254Chuni_341_236_S20_L001" "134_255Apole_329_248_S21_L001" "134_256Apole_317_260_S22_L001" "134_257Apole_305_272_S23_L001" "134_258Praya_293_284_S24_L001" "134_259Steph_376_201_S25_L001" "134_260Apole_364_213_S26_L001" "134_261Sphae_352_225_S27_L001" "134_262Forsk_340_237_S28_L001" "134_263Apole_328_249_S29_L001"
"Eukaryota_Bacillariophyta_Bacillariophyceae_Naviculales_Pinnulariaceae_Pinnularia__ 97.92_ 48.00_71.62_NA" "2b45f5ea82fc63b5e9335eafa5f5cf6a" "0" "0" "0" "0" "1176" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_119.00_ 90.45_NA_NA" "5d4066dca39990ba8ac8876131242256" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "317" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_119.00_ 91.14_NA_NA" "b4902ffd0af5d459b065d0f65528d9ac" "76" "0" "22" "16" "0" "0" "0" "0" "35" "12" "0" "0" "0" "0" "0" "15" "17" "0" "0" "16" "0" "23" "0" "0" "23" "0" "41" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_119.00_ 91.14_NA_NA" "853543180934e530e60a056b24f10ce1" "99" "74" "25" "0" "1" "1" "0" "0" "20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia__99.15_117.00_ 90.24_NA_NA" "bc9a786d5f8d9d53418266a0cf194ebf" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "99" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia__99.15_117.00_ 90.24_NA_NA" "4828b6a447373cfe596b2a9e927a4e4a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "70" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia__100_117.00_ 91.29_NA_NA" "06a38157edb59e246a402279a306fe50" "0" "0" "0" "0" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "44" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia__100_117.00_ 91.29_NA_NA" "b497273a1033bf8f41da5e2e2da68c4f" "0" "0" "0" "0" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40" "0"
"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp_NA_ 91.67_36.00_85.91" "9813f107b0c353ba1aba16ee845f427f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "47" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__99.16_119.00_ 90.72_NA_NA" "830fdef6e741ff333d4dbb60116df576" "0" "0" "0" "0" "0" "37" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__95.8_119.00_ 88.81_NA_NA" "0629736f2e25a2f23f624fcbfb32ba4d" "0" "19" "0" "0" "0" "0" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp_NA_ 91.67_36.00_85.91" "ffcc702bf574feb7c19c75be27b2be40" "0" "0" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia__97.44_117.00_ 88.37_NA_NA" "fae478fd9325d8c84372c8320fe1bec8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "25" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia_Pleuromamma__100.00_117.00_73.03_NA" "b18e194d44b1732d224daf19ba08b69c" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia__97.44_117.00_ 88.37_NA_NA" "a76a44a4f8882a1b04400aa58008e366" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21" "0"
"Eukaryota_Bacillariophyta_Bacillariophyceae__91.23_114_88.85_NA_NA_NA_NA" "97bf889945f24acf5d70436c5800188f" "0" "0" "0" "0" "21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales__94.87_117_ 86.96_NA_NA_NA" "c946189d27a4c1fa8f182ddd11a826ad" "20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Malacostraca__97.5_ 40.00_ 89.23_NA_NA" "4d9318133527d3398905b9c07636afaf" "0" "0" "0" "3" "15" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia_Pleuromamma__100.00_117.00_73.03_NA" "a2b5465ff6079232c2a56a855e4acf00" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp_NA_ 91.67_36.00_85.91" "6d08a1f2a9cdb64ad8ffe8418824d54b" "0" "0" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bacillariophyta_Bacillariophyceae_Naviculales_Sellaphoraceae_Sellaphora_Sellaphora minima_NA_100.00_24.00_90.27" "c21f6b7d8f5c47eda068ea5a40a6beb1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__99.25_ 93.00_ 72.52_NA_NA" "4278d4d71e8e47a5e808ff2106bf7b1a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Malacostraca__97.5_ 40.00_ 89.23_NA_NA" "f50e7da9c49ab63dfb80c41a711e4823" "0" "0" "0" "5" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales__95.24_63_ 88.04_NA_NA_NA" "9955e75b15bb2fd5ea4cdb3af187eb47" "0" "0" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Platyhelminthes_Rhabditophora_Tricladida_Continenticola  super Geoplanoidea_Obama__ 98.08_ 52.00_89.65_NA" "046171b9e28c5e22546d52b5254bae4b" "0" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Anthoathecata_Moerisia_Moerisia inkermanica_NA_ 98.36_61.00_89.89" "c19bbb35df6a1bc1339f3085a7daa92a" "0" "0" "0" "0" "12" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__93.33_60_86.49___NA_NA_NA_NA" "f75d4c0ec9bb95209132539681a8b481" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_32_90.36___NA_NA_NA_NA" "d2bcd4ec5ea72f4078ecef96cbeabf5b" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales_Paraphysomonadaceae_Paraphysomonas__100.00_117.00_87.31_NA" "dd0dd5d0801d2cd824500e8077dd3bd3" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__91.67_60_87.16___NA_NA_NA_NA" "26625c44f5709ff60630942c81736eba" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA_NA" "6cc25ff7956b8d2095110a47afbd25df" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Platyhelminthes_Rhabditophora_Rhabdocoela__100_41_ 72.37_NA_NA_NA" "2ccf886ae1740a646be91588bb5dcff2" "0" "0" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_39_89.54___NA_NA_NA_NA" "287abe2836e8990ca0094a5179d975ac" "0" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__99.25_ 93.00_ 72.52_NA_NA" "0ece326f1521639017778042995337bb" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Malacostraca__99.19_123.00_ 90.27_NA_NA" "9cdc64f105c7bca4092bcbe9d60554d7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA_NA" "66da686ee0c17796f5c23887453fc9dc" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Leptothecata_Symplectoscyphus__100.00_ 56.00_72.50_NA" "039fc07a8d72906ceccfc70406bd90e2" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__91.89_74_86.38_NA_NA_NA_NA" "c5e9c73311264a5d35a9a568051fdfb9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales__95.24_63_ 88.04_NA_NA_NA" "c3e5280a54000d3b95e8a115515ff4b8" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa__93.44_122_70.71__NA_NA_NA_NA" "8f26d322aa5017d44b65b23ead71bcbf" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_25_90.28___NA_NA_NA_NA" "408cfdd7bca18d92dbb19ff5fce3cb57" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__93.33_60_89.61___NA_NA_NA_NA" "3ed8539fce8d5d134f003e655de569b7" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp_NA_ 91.67_36.00_85.91" "181d39889d541efce650c9f0ecbd6a07" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0"
"Eukaryota__94.44_36_88.57___NA_NA_NA_NA" "120cf3073bd0a23a63883f36259a616b" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__89.34_122_87.39___NA_NA_NA_NA" "fed9b66ace939a0c38fc385b279b7a6c" "0" "0" "0" "0" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa__86.51_126_88.27__NA_NA_NA_NA" "532111bd06273edcc01854a2270671f3" "0" "0" "0" "0" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_25_90.28___NA_NA_NA_NA" "06cad73d2e12897a56c350ed23865dff" "0" "0" "0" "0" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA_NA" "dfe75226a018c482bc66b1ea6b5187ff" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__91.89_74_86.38_NA_NA_NA_NA" "83de5a7c53591b40049a3fc39bb708c1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4" "0" "0" "0" "0"
"Eukaryota_Platyhelminthes_Rhabditophora_Rhabdocoela_Neodalyellida_Microdalyellia__100.00_117.00_91.29_NA" "7ea2c21f22cb9d661fe42df7e20bec49" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__96.55_58_88.57___NA_NA_NA_NA" "42188da03ed0fcbe51f9178bc496c0d4" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA_NA" "33e1b4933afac573625a4e3d2ff08c14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4" "0" "0"
"Eukaryota_Bacillariophyta_Bacillariophyceae_Cymbellales__100_65_ 90.56_NA_NA_NA" "06002f7523e7d676ad1913fcca714c5d" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp_NA_ 91.67_36.00_85.91" "038203466a152c6f2223ae399bed1781" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__96.97_33_88.84___NA_NA_NA_NA" "c046241529ba91170bf5cdf3130487f2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__91.38_58_87.00___NA_NA_NA_NA" "8a7aba2c11576fb861f2ecd4e59237dc" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bacillariophyta_Bacillariophyceae__94.74_57_87.92_NA_NA_NA_NA" "cfbac85339417057b5c4a2afab876fe1" "0" "0" "0" "0" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__96.77_62_88.18___NA_NA_NA_NA" "784f031f4057976cfaed131c24494bac" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
