"OTU" "Feature_name" "134_300Apole_091_102_S1_L001" "134_304Crase_079_114_S2_L001" "134_305Crase_067_126_S3_L001" "134_309Forsk_055_138_S4_L001" "134_310Gymno_043_150_S5_L001" "134_311Lychn_031_162_S6_L001" "134_313Marru_019_174_S7_L001" "134_314Praya_007_186_S8_L001" "134_315Resom_090_103_S9_L001" "134_316Resom_078_115_S10_L001" "134_317Vogti_066_127_S11_L001" "134_319Frill_054_139_S12_L001" "134_320Forsk_042_151_S13_L001"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__100.00_120.00_ 90.48_NA" "55c57c44b04e7b122e617544e97fca38" "0" "0" "0" "0" "0" "47041" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_119.00_ 90.63_NA_NA" "3cbd0fc5bdbff6e16f2a24cf6a6b7df0" "0" "0" "0" "35635" "0" "0" "0" "0" "0" "0" "0" "243" "8255"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Trematoda__ 98.35_121.00_ 89.01_NA" "b066c20b0398640079080bdf09403a91" "0" "0" "0" "0" "0" "0" "0" "1011" "0" "0" "0" "0" "0"
"_97.83_46_____NA_NA_NA_NA" "27bd3b42c59780692509cc84b7fa6470" "0" "0" "269" "0" "0" "690" "0" "0" "0" "0" "0" "0" "43"
"Eukaryota_Amorphea_Amoebozoa_Centrohelida_uncultured marine eukaryote__uncultured marine eukaryote_NA_ 97.83_ 46.00_89.46" "9ceeafceda782c49655fb93853edd36c" "0" "0" "238" "0" "0" "0" "0" "0" "246" "0" "456" "0" "28"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Trematoda__ 98.35_121.00_ 89.01_NA" "1b43513cf611ef392c2a3de95bfdf992" "0" "0" "0" "0" "0" "0" "0" "848" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Amoebozoa_Centrohelida_uncultured marine eukaryote__uncultured marine eukaryote_NA_ 97.83_ 46.00_89.46" "b700ab9cac80fbaf83051373d7deaeaf" "0" "0" "0" "0" "4" "628" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 97.48_119.00_89.93" "d018a3f79a1ee15ce8522e933ce438fe" "0" "115" "423" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"_97.83_46_____NA_NA_NA_NA" "29a239739aad5b050ccdcdd8ab20f1e0" "0" "0" "0" "0" "0" "0" "23" "0" "0" "0" "473" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_100.00_119.00_91.23" "f2ae1089364129c727397df5b7d19dd4" "0" "0" "43" "0" "98" "0" "0" "0" "138" "0" "0" "67" "0"
"_97.83_46_____NA_NA_NA_NA" "a44c0fd04bbf7724413309db34e3a656" "0" "0" "0" "0" "0" "0" "0" "0" "242" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 96.64_119.00_89.47" "e5ccc2888a098ed34be083cfd2236c8a" "0" "194" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata_Homo sapiens_NA_100.00_124.00_73.09" "9b0df9ab5bd2d96f44dcf482881184fb" "0" "0" "0" "0" "0" "163" "0" "0" "0" "16" "15" "0" "0"
"Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata_Homo sapiens_NA_100.00_124.00_73.09" "757a308cc6e9262f01896ed7afe21af6" "0" "0" "0" "5" "0" "153" "0" "0" "7" "15" "12" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_100.00_119.00_91.31" "d70a63e96bfb2b41567815b95c27942f" "0" "0" "0" "27" "20" "0" "0" "19" "13" "0" "20" "75" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__92.44_119.00_ 87.10_NA_NA" "368d91927b606d59028d24c5f943e9c8" "0" "106" "67" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__100.00_117.00_ 91.04_NA" "bfec9b50c68c246802f528e7447190e9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "165"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__100.00_117.00_ 91.04_NA" "9e43e535a2779b7f01f0a33fb096e57c" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "159"
"Eukaryota_Ciliophora_Intramacronucleata_Conthreep__90.38_104_ 87.08_NA_NA_NA" "89407b0962c793288a5e59b8b7a12234" "0" "0" "102" "0" "0" "17" "0" "0" "9" "0" "7" "0" "8"
"Eukaryota_Bilateria__100_79_90.88__NA_NA_NA_NA" "6c900206445d84fe90fbb9086d31004f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "138"
"Eukaryota_Ciliophora_Intramacronucleata_Conthreep__90.38_104_ 87.08_NA_NA_NA" "68934f1d541fe79ca23ea78009baa003" "0" "0" "91" "0" "3" "17" "0" "0" "9" "0" "18" "0" "0"
"Eukaryota_Chlorophyta_Chlorophyceae__100_118_91.30_NA_NA_NA_NA" "c78fc638c202c49f9a64ecd6616ce7a7" "0" "0" "33" "0" "15" "16" "0" "0" "0" "0" "38" "0" "34"
"Eukaryota_Chlorophyta_Chlorophyceae__100_118_91.30_NA_NA_NA_NA" "3ae9bd73ab1b47393d95524e94ece72a" "0" "0" "50" "0" "0" "24" "0" "0" "0" "0" "28" "0" "29"
"Eukaryota_Blastocladiomycota_Incertae Sedis_Blastocladiales__95.73_117_ 70.44_NA_NA_NA" "a1d6ad2e7921a3fa15f60d2920444219" "0" "0" "27" "0" "0" "0" "0" "0" "15" "7" "79" "0" "0"
"Eukaryota_Bilateria__100_79_90.88__NA_NA_NA_NA" "9a650ae1d208bfa1193431102f33a00f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "117"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 94.96_119.00_88.62" "0f452b02dc2dfac33f4a376aaa175525" "0" "0" "0" "0" "0" "0" "0" "0" "101" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_120.00_ 72.46_NA_NA" "fb4d13fef8875598aa266c6673aedd6d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "94" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 96.64_119.00_89.47" "c09d7d5a1fd66405375b1a1d3a376f81" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "94" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Phyllopharyngea__92.16_102.00_ 70.92_NA_NA" "9d755e9861989f27906b6231d6f08916" "0" "0" "44" "0" "0" "10" "0" "0" "0" "0" "19" "5" "10"
"Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina__100.00_102.00_ 91.13_NA" "fa7be4d10d2e917c74341af144e3c032" "0" "2" "27" "0" "0" "0" "0" "0" "0" "10" "21" "10" "11"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II_uncultured eukaryote_uncultured eukaryote_NA_100.00_113.00_89.46" "a52a26ba7bce0ee1a28ff5fcacc3f6c8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "39" "41"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__92.44_119.00_ 87.10_NA_NA" "d792e50fd6be1cb015471cd23db207f9" "0" "78" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 98.39_ 62.00_ 89.28_NA" "64bc4a5f04aa8473e24f80939df73c79" "0" "0" "0" "0" "0" "78" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_120.00_ 72.46_NA_NA" "93c89759d759d8a596a302a3dc3b1985" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "76" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 94.96_119.00_88.52" "c24608a9eacf844a6f1509156ee38c21" "0" "51" "24" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Amoebozoa_Centrohelida_uncultured marine eukaryote__uncultured marine eukaryote_NA_ 97.83_ 46.00_89.46" "5700a2fb71236a5ea3486b54eed382c2" "0" "0" "0" "0" "0" "47" "0" "0" "0" "0" "0" "27" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Hexapoda__ 93.48_ 46.00_ 87.09_NA" "742a529bc7914504ff86110a81eb81c0" "0" "0" "0" "72" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 98.39_ 62.00_ 89.28_NA" "4feaeb610a31c7aa58066f52204a1159" "0" "0" "0" "0" "0" "68" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Blastocladiomycota_Incertae Sedis_Blastocladiales__95.73_117_ 70.44_NA_NA_NA" "3fd8421449a355f7671b0f5954cfd590" "0" "0" "0" "0" "0" "0" "0" "0" "11" "0" "55" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II_uncultured eukaryote_uncultured eukaryote_NA_100.00_113.00_89.46" "ab170fd7e515adbec35e2fdd828b453a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "28" "37"
"_97.83_46_____NA_NA_NA_NA" "2aacceb8005d6222f807d984b5929601" "0" "0" "0" "0" "0" "36" "0" "0" "0" "0" "0" "27" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_119.00_ 90.63_NA_NA" "196e0a62cf5616e2449bb2c79f7e4c82" "0" "0" "0" "61" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Nucletmycea__89.66_116.00_ 71.29_NA_NA" "351b320ea8df5ea7f7e16bf810fbcbeb" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0" "42" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa__92.31_65_ 85.78_NA_NA_NA" "903046292dc77084d462353089946924" "0" "0" "0" "0" "0" "58" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__95.38_ 65.00_ 88.35_NA_NA" "8deda561e0f5c64166979612fde49d7e" "0" "25" "25" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__94.94_ 79.00_ 88.24_NA_NA" "fee909f28d7e10d0cb04dc7fe1ccc882" "0" "28" "21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__94.94_ 79.00_ 88.24_NA_NA" "da8960457557312cb788159b08cb0b66" "0" "26" "20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Nucletmycea__100_ 62.00_ 90.68_NA_NA" "35af1c63cbac7864f5f69f1296e1519f" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0" "25" "4" "0"
"Eukaryota__95_120_89.43___NA_NA_NA_NA" "041ef7865a629d2831cfac8b1af509a1" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0" "20" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Hexapoda__ 91.30_ 46.00_ 85.77_NA" "b3de8e7621f33283f0b28121306a6b6e" "0" "0" "0" "45" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__89.92_119.00_ 84.53_NA_NA" "071e7919d02c072b872968062044396e" "0" "0" "0" "44" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__87.39_119.00_ 84.23_NA_NA" "3131791d7776819dc8d72543b31530b2" "0" "19" "24" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Phyllopharyngea__92.16_102.00_ 70.92_NA_NA" "08ae93e1d2d236869a9c9b10d3dfd881" "0" "0" "34" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda__93.88_ 49.00_ 88.08_NA_NA" "565fe2e34e5542950a55f8d403f00c8c" "0" "0" "0" "0" "0" "37" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Ochrophyta__95.73_117_88.31_NA_NA_NA_NA" "1acea50cdf2010ddcce20775a70832fa" "0" "4" "15" "0" "0" "0" "0" "0" "0" "0" "15" "0" "3"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 93.33_120.00_ 87.36_NA" "88861a9fa4573b5e2c248fd39024578b" "0" "0" "0" "0" "0" "36" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__87.39_119.00_ 84.23_NA_NA" "43e4afb7d1f94c4e6db2dd3aa34f9534" "0" "15" "21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales__97.41_116_ 87.55_NA_NA_NA" "a5f3268492c689afdef44b17f1a31979" "0" "0" "0" "0" "0" "34" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 95.00_120.00_ 88.06_NA" "7c1fdaecfd30505abed56c2b1eb1e6f6" "0" "0" "0" "0" "0" "34" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria__90.83_120_86.54__NA_NA_NA_NA" "33795837d407cc187ab9199da67b7d49" "0" "0" "0" "0" "0" "34" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Nucletmycea__89.66_116.00_ 71.29_NA_NA" "f8fb10b4d77821f1005c4c68c1c6c1c7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "33" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda__93.88_ 49.00_ 88.08_NA_NA" "f593fcf6e9e790cf02f8cbb90a5eca23" "0" "0" "0" "0" "0" "33" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales__97.41_116_ 87.55_NA_NA_NA" "bc5ea31b8e973a1f4e582fad8119005d" "0" "0" "0" "0" "0" "33" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Oligohymenophorea_Apostomatia__ 95.24_105.00_ 70.36_NA" "47311fe2996ffaafacac6824195d815a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "33"
"Eukaryota_Ciliophora_Intramacronucleata_Spirotrichea_Choreotrichia__99.07_108.00_ 88.21_NA_NA" "e8032ddc3db66062f3a806c2c052c759" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "32" "0" "0"
"Eukaryota_Bilateria__90.83_120_86.54__NA_NA_NA_NA" "de6fdd9c98f4d5fd68e15f439b50444f" "0" "0" "0" "0" "0" "32" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__95_120_89.43___NA_NA_NA_NA" "92793db889b64fc0ea410afe29a0ab9e" "0" "0" "15" "0" "0" "0" "0" "0" "0" "0" "16" "0" "0"
"Eukaryota_SAR_Rhizaria_Retaria_RAD B_uncultured eukaryote_uncultured eukaryote_NA_100.00_114.00_87.08" "b5151a0abfc4a37cce6b89054718eaf3" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Spirotrichea_Choreotrichia__99.07_108.00_ 88.21_NA_NA" "611337cd8a024ed5a7b009a88cb6733d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "30" "0" "0"
"Eukaryota__100_46_89.72___NA_NA_NA_NA" "cab43aa9582de646f6e0b9d36b4cc78c" "0" "0" "0" "0" "0" "29" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Basidiomycota_Ustilaginomycotina_Malasseziales_Malasseziaceae_Malassezia_uncultured fungus_NA_100.00_118.00_91.30" "301425d8c1835131ee10e88307f8b9c6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23" "6" "0" "0"
"Eukaryota__89.92_119_84.97___NA_NA_NA_NA" "d37b8a4ff2c561fbf9e3eb71a63c41a4" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "12" "6" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa_Choanozoa__ 98.41_ 63.00_ 71.91_NA" "55adf49fed74ea24743154d77908ae78" "0" "0" "5" "0" "0" "0" "0" "0" "0" "0" "15" "8" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 95.08_122.00_88.62" "3e75ac50867aaf7f45ed52467e3a004a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "28" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Nucletmycea_uncultured__100.00_116.00_ 71.80_NA" "be1c2981b9b3b7e207f482fd64cbe536" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "17" "0" "0"
"Eukaryota__100_49_89.85___NA_NA_NA_NA" "84246e49b5243b7985280089d8f34403" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "27" "0" "0"
"Eukaryota_Amorphea_Amoebozoa_Centrohelida_uncultured marine eukaryote__uncultured marine eukaryote_NA_ 97.83_ 46.00_89.46" "4a09739bd0808ee8bb390cb2f8c17229" "0" "0" "0" "0" "0" "0" "27" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 91.67_120.00_ 86.19_NA" "20f0e04850fc449bc426bc190ea25b75" "0" "0" "0" "0" "0" "27" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__95.38_ 65.00_ 88.35_NA_NA" "0424dd816b33f5492d579e83b4282cf0" "0" "0" "27" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 91.30_115.00_85.53" "970a8c687e7bd52ecd420e2c2c4bc587" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "26"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 93.33_120.00_ 87.25_NA" "619141359fe43d3f92cd4a08667d06c8" "0" "0" "0" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa_Codosiga_Codosiga sp_NA_100.00_ 48.00_71.84" "2dd0c44bc40f5f6afd9dedba9921fe25" "0" "0" "11" "0" "0" "0" "0" "0" "0" "7" "8" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_100.00_119.00_91.31" "196a43a841b86380a3b2fa6fd56aca31" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "26" "0"
"Eukaryota__97.41_116_89.25___NA_NA_NA_NA" "ce0f878d47157deeff291eaa5c60894f" "0" "0" "13" "0" "0" "0" "0" "0" "12" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 94.17_120.00_ 87.76_NA" "becb23a26eee59c5f87a2e228c321940" "0" "0" "0" "0" "0" "25" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 92.24_116.00_ 86.18_NA" "032323b4a51f728ce7b58e31c9b87007" "0" "0" "0" "0" "0" "25" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa__94.87_117.00_ 70.55_NA_NA" "e03c06c91aead7ae172fdc1b7e01277b" "0" "0" "17" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Phyllopharyngea__92.16_102.00_ 70.92_NA_NA" "dc5ad060f05677fadfdc0d8a8b407373" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17" "0" "7"
"Eukaryota_Ascomycota_Pezizomycotina_Hypocreales__100_119_ 91.31_NA_NA_NA" "a2e8834cc1b44c49ee4e8518c7140a07" "0" "0" "4" "0" "0" "0" "0" "0" "0" "3" "17" "0" "0"
"Eukaryota__97.92_48_88.46___NA_NA_NA_NA" "e04ddae642bd08432ec91b3cd39c3ba0" "0" "0" "13" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0"
"Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina__100.00_102.00_ 91.13_NA" "c618b228fffcfb3e4c300c7b5728ee4a" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 91.67_120.00_ 86.19_NA" "a9541adb61b6c5f5078e245cf933d5b6" "0" "0" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 93.33_120.00_ 87.25_NA" "8cc5d1069673942bde255cd6b341b2ae" "0" "0" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Nucletmycea__100_ 62.00_ 90.68_NA_NA" "ffb7613680e0a42d7bdec6fbe5be9787" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0"
"Eukaryota_SAR_Rhizaria_Retaria_RAD B_uncultured eukaryote_uncultured eukaryote_NA_100.00_114.00_87.08" "72774eb443fb1823758aa4c58289a947" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 91.30_115.00_85.53" "7181f572cfc36407f9d1cf2aca70ad0a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 95.80_119.00_89.00" "5ccf6c115319c5403e5147d168c84c5a" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 99.14_116.00_90.58" "5c9a1cbc66cfd60566398b8d8ae440b0" "0" "0" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina__100.00_102.00_ 91.13_NA" "99ca2c0caf03f92b62037905c7f7c885" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "9"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 99.14_116.00_90.58" "821f9d113b314107109fb4b094793885" "0" "0" "0" "0" "0" "21" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 93.33_120.00_ 87.25_NA" "709416bcf0ede41510d48a20dfa7c5e1" "0" "0" "0" "0" "0" "21" "0" "0" "0" "0" "0" "0" "0"
