"OTU" "Feature_name" "272_300Apole_091_102_S1_L001" "272_304Crase_079_114_S2_L001" "272_305Crase_067_126_S3_L001" "272_309Forsk_055_138_S4_L001" "272_310Gymno_043_150_S5_L001" "272_311Lychn_031_162_S6_L001" "272_313Marru_019_174_S7_L001" "272_314Praya_007_186_S8_L001" "272_315Resom_090_103_S9_L001" "272_316Resom_078_115_S10_L001" "272_317Vogti_066_127_S11_L001" "272_319Frill_054_139_S12_L001" "272_320Forsk_042_151_S13_L001"
"Eukaryota_Ascomycota_Saccharomycotina_Saccharomycetales__99.21_252_ 92.05_NA_NA_NA" "1e4f06c2905962ad8e32ae70679eb34f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "16" "0" "0" "0"
"Eukaryota_Bilateria__99.21_253_91.29__NA_NA_NA_NA" "fbde491c8cb7410c475edc0f7eea3e26" "0" "0" "15" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Haptophyta_Prymnesiophyceae_Prymnesiales_OLI51059_uncultured eukaryote_uncultured eukaryote_NA_ 99.20_250.00_73.76" "793e70b2099e03ab395e6e6b437e89c6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__97.07_137_ 89.22_NA_NA_NA" "392068dd365bb185526dfb07ba33d350" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Cestoda__ 96.77_ 62.00_ 71.26_NA" "de57b713024500b3279760b1910ed1f1" "0" "0" "0" "0" "0" "0" "0" "14" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 95.19_206.00_89.50" "ba8eb616f9c3eb71f2e5d51331d9ef43" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa_Choanozoa__ 96.98_232.00_ 72.73_NA" "cf0163c7459a540f11c981fc68817c72" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 98.81_252.00_73.61" "8790cc01a4e14b0b7b0784471cab6dee" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "4"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured dinoflagellate_uncultured dinoflagellate_NA_ 99.20_251.00_73.64" "2b7fcc74c312ed5831e7365508fec468" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 98.81_252.00_73.61" "226ce9ee943ede180fad03e5fb862897" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__93.57_194.00_ 88.41_NA_NA" "d3028e82de9fe0860a37b4f869a50155" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 94.95_200.00_71.45" "b506aa8a4be2219713c088a34a223a05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA_NA" "dcf06f0029f796c67f814a5d16a0dbf6" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 98.68_116.00_ 90.49_NA" "97f8a8b1cc4ae504b457502e67b79ae3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__96.77_ 93.00_ 71.51_NA_NA" "316e4a56d10ae9660062c7029d04ab0e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Gastrotricha_Chaetonotida__ 98.43_254.00_ 91.73_NA" "c0e0bffee1c4213cfc1b581e50486049" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Trematoda__ 91.36_162.00_ 87.26_NA" "8c57807ee2d85db594a575ce5a8c2d69" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria__86.92_107_85.29__NA_NA_NA_NA" "dcbbd8176ff5c37351f7826506aa398c" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Protalveolata_Perkinsidae_A31__ 97.18_248.00_ 90.86_NA" "62217287618e4aa7d1b7d9689e99c56f" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__96.77_ 93.00_ 71.51_NA_NA" "27e7386bfbe0c0e11851cb4ed0f02e1f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Trematoda__ 91.42_233.00_ 87.60_NA" "1b159e076b0a9bdf96ad736245f5aed0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__98.15_108.00_ 72.21_NA_NA" "18b4ff14d00f47fbd4a9fbc733200b8d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_316.00_ 74.56_NA_NA" "028974bda8f366bf0be8b739bc9bb169" "0" "2" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa_Choanozoa__ 95.26_232.00_ 71.55_NA" "f6e43a44edde2190b6b34a62ea06ba34" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__98.4_250_90.61___NA_NA_NA_NA" "de2233c86d2903895916b490687c8943" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 89.33_253.00_ 85.96_NA" "f34605ed6fb5387bf537e6a79b1234f1" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Basidiomycota__99.21_252_92.09__NA_NA_NA_NA" "7e60e4a2b31ed213ab23f80b20b73540" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA_NA" "4ca1e6d1a45a177bb6b5d5c42dec71d7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_141.00_ 91.53_NA_NA" "3bc39dc9c6c9be10090da90a5bc0b4bf" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__98.92_186.00_ 91.44_NA_NA" "f023fa076f6cf1693a32cafcb803376c" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0"
"Eukaryota_Blastocladiomycota_Incertae Sedis_Blastocladiales__98.83_256_ 91.25_NA_NA_NA" "e4e418c9c7ebab2a2621dafe1acd63cb" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA_NA" "c0f0897bf8a6ce61d1f2e18e2079f5bb" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__90.87_208_86.74_NA_NA_NA_NA" "a19721f155011ba71941d1027be0e62f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__86.26_262.00_ 83.63_NA_NA" "2b92e9080deb772b6e348b673f846d1b" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__95.05_101.00_ 88.16_NA_NA" "6d5035744eb64af728623d78b46016ca" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 94.86_253.00_89.70" "5a84ee904af67b53eea29bfc584f512b" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ascomycota_Pezizomycotina_Sordariomycetes_metagenome__metagenome_NA_100.00_ 34.00_90.37" "4d175df361f581f5b55e652cc4f404e9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__96.33_109_ 88.89_NA_NA_NA" "4ce130eb83ecf4373738baff0efe5b29" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 98.61_183.00_91.25" "3e5c2b010181ac6b51228f99d1e03534" "0" "0" "0" "0" "0" "0" "5" "0" "0" "0" "0" "0" "0"
"Eukaryota__99.52_207_89.13___NA_NA_NA_NA" "200113eb756cbfff68f9d68ca96a679e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA_NA" "42fb44cd5769649b18442a56019de22f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__98.92_227.00_ 91.71_NA_NA" "1d378532a89b37379d4ce038a67464a1" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Rhizaria_Cercozoa_Vampyrellidae_uncultured_uncultured eukaryote_NA_ 94.05_252.00_71.45" "e91b9859b17324198545a2c4c5311b53" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3"
"Eukaryota_Amorphea_Amoebozoa_Centrohelida__99.6_252_ 92.44_NA_NA_NA" "48806007f3bd72ef63a75b26f71cbca6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3"
