"OTU" "Feature_name" "272_300Apole_091_102_S1_L001" "272_304Crase_079_114_S2_L001" "272_305Crase_067_126_S3_L001" "272_309Forsk_055_138_S4_L001" "272_310Gymno_043_150_S5_L001" "272_311Lychn_031_162_S6_L001" "272_313Marru_019_174_S7_L001" "272_314Praya_007_186_S8_L001" "272_315Resom_090_103_S9_L001" "272_316Resom_078_115_S10_L001" "272_317Vogti_066_127_S11_L001" "272_319Frill_054_139_S12_L001" "272_320Forsk_042_151_S13_L001"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Trematoda__ 98.02_253.00_ 91.26_NA" "939a64fcbf23463bf65a3efb9cef07a9" "0" "0" "0" "0" "0" "0" "0" "525" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 99.21_252.00_73.78" "e10798d3d9682da7d928c06dca01c005" "0" "0" "20" "0" "0" "0" "0" "0" "5" "0" "0" "53" "360"
"Eukaryota_Blastocladiomycota_Incertae Sedis_Blastocladiales_Catenaria__95.7_256.00_ 90.49_NA_NA" "989e8f11b25e2669b9980df88a651826" "0" "0" "58" "0" "0" "0" "24" "0" "0" "0" "246" "16" "53"
"Eukaryota_Blastocladiomycota_Incertae Sedis_Blastocladiales_Catenaria__95.7_256.00_ 90.49_NA_NA" "32f8cb98030ce5e8c9f125d2512fc762" "0" "0" "58" "0" "0" "0" "26" "0" "0" "0" "216" "17" "40"
"Eukaryota_Ciliophora_Intramacronucleata_Litostomatea_Haptoria__99.18_245.00_ 91.70_NA_NA" "bc9c52e62081ff5d0db61b0d887a103b" "0" "0" "13" "0" "11" "0" "11" "0" "0" "0" "243" "24" "33"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 99.21_252.00_73.78" "71d4d8087aa604003305263e9ca65f9c" "0" "0" "25" "0" "0" "0" "0" "0" "0" "0" "0" "13" "294"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Rotifera_Monogononta__ 99.21_252.00_ 92.19_NA" "0b5db6a9af087cd676fe1641f60066f8" "0" "2" "174" "0" "0" "0" "7" "0" "0" "0" "47" "0" "78"
"Eukaryota_Bilateria_Protostomia__98.81_252_91.79_NA_NA_NA_NA" "ec131f74e1eee6a8d51f75b8fe742545" "0" "0" "159" "0" "0" "0" "0" "0" "0" "0" "43" "0" "51"
"Eukaryota_Ciliophora_Intramacronucleata_Litostomatea_Haptoria__99.18_245.00_ 91.70_NA_NA" "fd301e26706631d9cb4fc1c9a6658aa3" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0" "211" "0" "12"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I__99.21_252.00_ 92.17_NA_NA" "4c431bee552428d9b54a90ed35153616" "0" "0" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0" "194"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I__99.21_252.00_ 92.17_NA_NA" "9a91fde5ef1ebf41214386acb6f11444" "0" "0" "0" "0" "21" "0" "0" "0" "0" "0" "0" "0" "174"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 97.51_227.00_ 91.06_NA" "6923644a61bd80a06950cab896b92e45" "0" "0" "0" "0" "0" "173" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__95.62_251_90.05_NA_NA_NA_NA" "d7d5480f6a4f0ebfa6933b3949941e81" "0" "0" "0" "0" "0" "0" "0" "0" "0" "137" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 90.05_201.00_ 85.92_NA" "037f4e98598b1250f4988ae76af97d71" "0" "0" "0" "0" "0" "130" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria__98.18_55_89.35__NA_NA_NA_NA" "6c9c6a0f08f6b449c7f6007a9f329caf" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "125" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea_uncultured eukaryote_NA_ 99.21_253.00_92.15" "3a879944115964ad3a72cc6b4c12b8e8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "101"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 97.79_227.00_ 91.21_NA" "b5fbb1ab89067b0e524bedf656d5725a" "0" "0" "0" "0" "0" "107" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria__98.18_55_89.35__NA_NA_NA_NA" "c43463c76ebc4e670daccab6faadf505" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "104" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 90.05_201.00_ 85.92_NA" "51c3cf5f273c8ee22128fadedb95f30e" "0" "0" "0" "0" "0" "99" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Magnoliophyta_Helianthus annuus  common sunflower ____Helianthus annuus  common sunflower _NA_ 99.21_252.00_73.78" "d09f86c013d3c954ff8173b77759ac8b" "0" "0" "11" "0" "0" "0" "0" "0" "0" "59" "0" "0" "26"
"Eukaryota_Basidiomycota_Ustilaginomycotina_Malasseziales_Malasseziaceae_Malassezia_uncultured fungus_NA_ 99.21_252.00_92.23" "5caca7cde84cb95493be5cd62296121f" "0" "0" "8" "0" "0" "0" "10" "0" "29" "0" "6" "10" "32"
"Eukaryota_Chlorophyta_Chlorophyceae__99.6_252_92.31_NA_NA_NA_NA" "b880b562d3e4769dc11fe5155c163d87" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "90"
"Eukaryota_Ascomycota_Pezizomycotina_Capnodiales_Cladosporiaceae_Cladosporium_uncultured fungus_NA_ 99.21_252.00_73.78" "0ddb58e7d56e05f05baf63502d65f835" "0" "0" "0" "0" "0" "0" "0" "0" "34" "0" "41" "0" "13"
"Eukaryota_Ascomycota_Pezizomycotina_Capnodiales_Cladosporiaceae_Cladosporium_uncultured fungus_NA_ 99.21_252.00_73.78" "0d360f400c862ec926d62b4a79871abc" "0" "0" "0" "0" "0" "0" "0" "0" "21" "0" "30" "0" "27"
"Eukaryota_Ascomycota_Pezizomycotina_Eurotiales_Aspergillaceae_Aspergillus__100.00_232.00_ 92.28_NA" "2fe1b1e451f13cccda9296179e171b50" "0" "0" "0" "0" "0" "0" "0" "0" "10" "26" "20" "0" "18"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea_uncultured eukaryote_NA_ 99.21_253.00_92.15" "04ea96881cd8c2d3d66a50e4c4fffd77" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "72"
"Eukaryota_Ciliophora_Intramacronucleata_Spirotrichea_Hypotrichia__98.8_249.00_ 73.58_NA_NA" "2bf7fa2d5259ddf2e25bba7bc86703da" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "20" "0" "51"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__96.67_60_ 89.00_NA_NA_NA" "85e0b116ccba99b405766c6c574649df" "0" "0" "0" "0" "0" "0" "0" "0" "0" "70" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 95.24_231.00_ 89.75_NA" "2a8ad0f8a8b2e46f6aed37c7857dcb7c" "0" "0" "0" "0" "0" "67" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__96.67_60_ 89.00_NA_NA_NA" "15b196167322b6f5cad265277b90cedb" "0" "0" "0" "0" "0" "0" "0" "0" "0" "67" "0" "0" "0"
"Eukaryota_Amorphea_Amoebozoa__96_200_89.26_NA_NA_NA_NA" "086797db2b392b3fca7bd2d61aa47229" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "63" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__95.62_251_90.05_NA_NA_NA_NA" "b8bc1c05176dbb918d50f227d3ac01f3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "61" "0" "0" "0"
"Eukaryota_Basidiomycota_Agaricomycotina__97.62_252_91.15_NA_NA_NA_NA" "62a96c46ee5b3091b81917017ec43f09" "0" "0" "0" "0" "0" "0" "0" "0" "24" "0" "0" "14" "23"
"Eukaryota_Basidiomycota_Ustilaginomycotina_Malasseziales_Malasseziaceae_Malassezia_uncultured fungus_NA_ 99.21_252.00_92.23" "eec649660f3677e698276da3cf6a1543" "0" "0" "0" "0" "0" "0" "9" "0" "36" "0" "0" "15" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__98.57_210.00_ 91.24_NA_NA" "176c60f228bdd2daf796ac1cd9c28eac" "0" "0" "0" "0" "24" "0" "0" "0" "0" "36" "0" "0" "0"
"Eukaryota_Cnidaria_Scyphozoa_Coronatae__99.6_251_ 73.94_NA_NA_NA" "16d8a9bce66b31c870dd846b823e2a89" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "31" "28"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__99.1_202_ 73.09_NA_NA_NA" "4f4872c739a366bebfea487e7500bf24" "0" "0" "0" "57" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Spirotrichea_Hypotrichia__98.8_249.00_ 73.58_NA_NA" "6247d6eb56a42142a4d04a59e2b90550" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "54"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 87.95_224.00_ 84.49_NA" "92eee81e4e1489474551d1ec39e35dbb" "0" "0" "0" "0" "0" "52" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa_Choanozoa__ 98.40_250.00_ 73.18_NA" "967e9f090b5c1ced5f99f163e4c82ac9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "34" "0" "17"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 87.95_224.00_ 84.49_NA" "f4ea11d925788bb34f4989b70c4dee1b" "0" "0" "0" "0" "0" "47" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__97.7_ 87.00_ 71.85_NA_NA" "ef6125e8b80ae58b8849ba192dfc3a8e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "47" "0" "0" "0"
"Eukaryota_SAR_Ochrophyta_Ochromonadales_Paraphysomonas__98.8_250.00_ 91.94_NA_NA" "6739aa11fb913463c773c4ab87e5ed24" "0" "0" "28" "0" "0" "0" "0" "0" "19" "0" "0" "0" "0"
"Eukaryota_Amorphea_Amoebozoa__96_200_89.26_NA_NA_NA_NA" "c0aa49ddbc63635a36152b5c0f519c3e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "46" "0" "0"
"Eukaryota_Ascomycota_Pezizomycotina_Eurotiales_Aspergillaceae_Aspergillus__100.00_232.00_ 92.28_NA" "c726cae3236793fa9c5e3cc14ae22bfa" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "27" "17" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 94.97_199.00_ 89.32_NA" "e0b8d4506529b1b6b9a983ce07173172" "0" "0" "0" "0" "0" "40" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa_Choanozoa__ 98.40_250.00_ 73.18_NA" "46a1fb641ef9d7f90b3989e471c75d97" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "38" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 98.73_157.00_91.06" "ffb56720427cf0b2195fff8011d6689a" "0" "0" "0" "0" "0" "0" "37" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__94.37_231.00_ 89.21_NA_NA" "a7af2656777c4f22600c5bbcd4c8260d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "36" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 98.58_141.00_90.82" "0ae18f80c0ea3a394b161648061d20f3" "0" "0" "0" "0" "0" "0" "36" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__94.37_231.00_ 89.21_NA_NA" "45394605efd8b2f109bb9be8c9b8c90a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "33" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 94.97_199.00_ 89.32_NA" "a1f012baf9dc3b9d5b2ef431a558b943" "0" "0" "0" "0" "0" "32" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured marine eukaryote_uncultured marine eukaryote_NA_ 98.36_134.00_90.58" "66eb7e323691d8ef89374981870f691f" "0" "0" "0" "0" "32" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 96.57_211.00_ 90.37_NA" "468c97d41ed865a6f6fab4be9b62c5f5" "0" "0" "0" "0" "0" "32" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Rhizaria_Cercozoa_Glissomonadida__96.83_252.00_ 90.88_NA_NA" "4aaad0a028e03fe5d878f4944ac5de2d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0" "13"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Annelida_Polychaeta__ 98.44_257.00_ 89.68_NA" "6b5f3cf3296d5cfab93b2014009292a8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "30" "0"
"Eukaryota_Basidiomycota_Agaricomycotina_Agaricales__99.21_253_ 92.24_NA_NA_NA" "623a58e8082fa42373b0d65d09f15dd2" "0" "0" "0" "0" "0" "0" "0" "0" "15" "0" "0" "0" "15"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__97.07_137_ 89.22_NA_NA_NA" "08302b7647c688d74b8458ba10499f8d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "28" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa_Choanozoa__ 94.01_217.00_ 88.81_NA" "eb9f984ab795a631df57b9bd28f70873" "0" "0" "8" "0" "0" "0" "0" "0" "18" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 93.17_205.00_ 88.24_NA" "ce19d2768ef48cac8962994cad18d387" "0" "0" "0" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II__97.45_196.00_ 72.53_NA_NA" "81389e75053ed109bd13a364475089ae" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "26" "0" "0"
"Eukaryota_Magnoliophyta__99.21_252_92.23__NA_NA_NA_NA" "78c09c17bee1d9bd7d4fe434c0ffa119" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "26"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__97.09_210.00_ 90.53_NA_NA" "dad98e73cc18e8595223d3d62ff95572" "0" "0" "0" "0" "25" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria__99.21_253_91.29__NA_NA_NA_NA" "ab2532e7d78758924a6cd93510428b0f" "0" "0" "25" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Protalveolata_Perkinsidae_A31__ 99.60_247.00_ 91.55_NA" "97845c9013e52cb49c311e93483b654a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "25" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__92.79_208_88.02_NA_NA_NA_NA" "46b788849ed162013b0a3cb4d52d8878" "0" "0" "0" "0" "0" "0" "0" "0" "0" "25" "0" "0" "0"
"Eukaryota__95.15_206_87.57___NA_NA_NA_NA" "aabd61c3007da0144c24c90fe33fbf36" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__97.73_ 88.00_ 71.87_NA_NA" "859a192d815afda9cf09e02b004700e5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24" "0" "0" "0"
"Eukaryota_Ascomycota_Saccharomycotina_Saccharomycetales__99.21_252_ 92.05_NA_NA_NA" "5a538396fc247e64a227ba5101c018f6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "6" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II__97.45_196.00_ 72.53_NA_NA" "357ff99d887719eee9df8f1fedb27d87" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured marine eukaryote_uncultured marine eukaryote_NA_ 98.36_134.00_90.58" "25ebf2b0dc0ab8f01e1c6c764f65f718" "0" "0" "0" "0" "24" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__92.52_254_88.14_NA_NA_NA_NA" "e86ce2183987db9978d5fca10e7b4f0e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 94.07_253.00_ 89.19_NA" "c7b52c18ab0c47eacf4d80da5520632d" "0" "0" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Annelida_Polychaeta__ 98.44_257.00_ 89.68_NA" "8a39b5767f9ceb2f84a45dd0aab93710" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 86.78_227.00_ 83.89_NA" "25b90c5975e43076d9847c04027cf3b9" "0" "0" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Rhizaria_Cercozoa_Glissomonadida__99.2_251.00_ 91.22_NA_NA" "98e871bd84ae0af5e59fecf05d628e1a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Chelicerata__ 99.22_255.00_ 91.28_NA" "4f8ef0e45f296bfad5d8df524ae3a1af" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__93.57_194.00_ 88.41_NA_NA" "47dac8f09ec6d0d31ce6d43177016815" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA_NA" "88c66616132dc02e72cead070fbce9b0" "0" "0" "21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__95.12_205_87.55___NA_NA_NA_NA" "838a486ee544d8619e18c18f59539bc9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21"
"Eukaryota_Cnidaria_Scyphozoa_Coronatae__99.6_251_ 73.94_NA_NA_NA" "7d242316ffb324b961e5c49e3a9f9229" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21" "0"
"Eukaryota__99.52_207_89.13___NA_NA_NA_NA" "3d1fe9b24e7e86fb9921859cc9e56a02" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0"
"Eukaryota_SAR_Stramenopiles_MAST-9_MAST-9A__100_231.00_ 73.83_NA_NA" "1fb70eb5df7ad0dc2289ec9096f99f6a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "20"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 98.99_209.00_ 91.70_NA" "eb59ab84f76fb13676e8c052f8e7fbe5" "0" "0" "0" "0" "0" "19" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Haptophyta_Prymnesiophyceae_Prymnesiales_OLI16029_uncultured eukaryote_uncultured eukaryote_NA_ 99.21_252.00_92.10" "ba3753fd755fe0fa0abffc098231a2ab" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "19" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Hexapoda__ 98.81_252.00_ 92.01_NA" "d83ec04f7fda138c8df62b43f316abef" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__98.15_108.00_ 72.21_NA_NA" "cae042d34936dfe80b640a6a18b896dd" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 86.78_227.00_ 83.89_NA" "8de5a31f00b90cbad9abf7c02f81d569" "0" "0" "0" "0" "0" "18" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Picozoa_Picomonadida__99.21_254_73.71_NA_NA_NA_NA" "3ee00ec24301598de617d4f241a26b7d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0"
"Eukaryota_Cnidaria_Hydrozoa__92.52_254_88.14_NA_NA_NA_NA" "d0dad6e688f478484de23a3bb2baf6a1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "16" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Hexapoda__ 98.81_252.00_ 92.01_NA" "9925db510bb09713898cc66a7476af97" "0" "0" "0" "0" "0" "0" "0" "0" "0" "16" "0" "0" "0"
