"Eukaryota_Alveolata_Ciliophora__90.26_195_86.01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "44" "0"
"Eukaryota_Stramenopiles_Bacillariophyta_Coscinodiscophyceae_Thalassiosirophycidae_Thalassiosirales_" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "39"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Scuticociliatia_Philasterida" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "39"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Scuticociliatia_Philasterida" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "36"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Peniculida_Parameciidae" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "36"
"Eukaryota__92.71_192_86.80__" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "33" "0"
"Eukaryota_Alveolata_Dinophyceae__88.78_196_84.23" "0" "0" "27" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Phyllopharyngea_Cyrtophorida_Trithigmostoma" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0"
"Eukaryota_Cryptophyta_Cryptomonadales_Cryptomonadaceae_Cryptomonas__99.48" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "25"
"Eukaryota__94.44_54_86.92__" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "25" "0"
"Eukaryota_Metazoa_Cnidaria_Myxozoa_Myxosporea_Bivalvulida_Variisporina" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24"
"Eukaryota__95.63_206_89.24__" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15"
"Eukaryota_Viridiplantae_Chlorophyta__99.47_189_91.65" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Prostomatea_Prorodontida_" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14"
"Eukaryota_Fungi__96.39_194_89.99_" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "0"
"Eukaryota__87.26_212_84.08__" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0"
"OTU" "Feature_name" "261_179_Lych_384_193_S1_L001" "261_180_Reso_372_205_S2_L001" "261_184_Barg_360_217_S3_L001" "261_185_Barg_348_229_S4_L001" "261_186_Reso_336_241_S5_L001" "261_188_Barg_324_253_S6_L001" "261_189_Barg_312_265_S7_L001" "261_190_Eren_300_277_S8_L001" "261_191_Marr_383_194_S9_L001" "261_193_Reso_371_206_S10_L001" "261_200_Fril_359_218_S11_L001" "261_201_Apol_347_230_S12_L001" "261_202_Apol_335_242_S13_L001" "261_204_Keph_311_266_S15_L001" "261_205_Keph_299_278_S16_L001" "261_206_Nano_382_195_S17_L001" "261_207_Unde_370_207_S18_L001" "261_208_Lily_358_219_S19_L001" "261_209_Phys_346_231_S20_L001" "261_210_Lych_334_243_S21_L001" "261_211_Apol_322_255_S22_L001" "261_212_Fril_310_267_S23_L001" "261_213_Fors_298_279_S24_L001" "261_214_Lych_381_196_S25_L001" "261_215_Agal_369_208_S26_L001" "261_216_Diph_357_220_S27_L001" "261_217_Diph_345_232_S28_L001" "261_218_Diph_333_244_S29_L001" "261_219_Diph_321_256_S30_L001" "261_220_Cord_309_268_S31_L001" "261_221_Diph_297_280_S32_L001" "261_222_Gymn_380_197_S33_L001" "261_223_Cras_368_209_S34_L001" "261_225_Nano_344_233_S36_L001" "261_226_Desm_332_245_S37_L001" "261_229_Chun_320_257_S38_L001" "261_230_Lych_308_269_S39_L001" "261_231_Fors_296_281_S40_L001" "261_232_Barg_379_198_S41_L001" "261_237_Chun_367_210_S42_L001" "261_238_Gymn_355_222_S43_L001" "261_239_Barg_343_234_S44_L001" "261_240_Chun_331_246_S45_L001"
"Eukaryota_environmental samples_uncultured eukaryote__99.53_214_92.04_____NA_NA_NA_NA" "2166a11b34321de16bb320d92dfdb6a0" "472" "4241" "0" "470" "2678" "2657" "1373" "45" "2709" "1536" "458" "1531" "552" "1492" "2535" "669" "259" "758" "346" "0" "2039" "0" "0" "0" "447" "44" "732" "450" "721" "6340" "3878" "991" "344" "0" "415" "1512" "426" "1179" "1631" "815" "1871" "2079" "778"
"Eukaryota_environmental samples_uncultured eukaryote__99.53_214_92.04_____NA_NA_NA_NA" "793f3b9e3a5ecf2de977d699e48a4a57" "350" "3788" "246" "314" "2678" "2120" "1165" "36" "3112" "1455" "399" "1206" "469" "904" "2156" "687" "237" "851" "295" "13" "1781" "81" "87" "45" "417" "623" "734" "594" "864" "5264" "2749" "911" "0" "0" "327" "1224" "344" "984" "1344" "784" "1932" "1771" "1077"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Pentastomida_Porocephalida__96.23_53_ 88.70_NA_NA_NA" "c03d531fdfb4a5673501d31fd3ab2a83" "0" "0" "4783" "264" "0" "138" "84" "0" "41" "372" "37" "0" "0" "0" "0" "0" "0" "0" "0" "108" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "373" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Pentastomida_Porocephalida__96.23_53_ 88.70_NA_NA_NA" "cdf9fee210c1acfaa4d60ee3c47800e2" "0" "22" "3847" "225" "0" "152" "73" "0" "32" "386" "26" "0" "0" "0" "0" "0" "0" "0" "0" "93" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "328" "0" "0" "0" "0"
"Eukaryota__93.88_49_86.70_______NA_NA_NA_NA" "77baf0158d480ae24d20791149538f16" "0" "0" "598" "474" "0" "0" "59" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "37" "0" "0" "0" "0" "0" "0" "0" "0" "137" "0" "0" "0" "0"
"Eukaryota__86.96_69_88.89_______NA_NA_NA_NA" "f29c63e18baadfd498a44bade32386fe" "0" "0" "546" "508" "0" "0" "46" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "50" "0" "0" "0" "0" "0" "0" "0" "0" "135" "0" "0" "0" "0"
"Eukaryota_Stramenopiles__100_192_73.65______NA_NA_NA_NA" "03b30b78814ca43999cab770d621cfb0" "0" "0" "406" "176" "90" "147" "52" "0" "0" "189" "30" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Dendrobranchiata_Sergestoidea_NA_ 99.53_214.00_91.92" "04a123d6bb5910700df916b94b5a0f57" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "993" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Stramenopiles__100_191_73.64______NA_NA_NA_NA" "d12c79884f544502120bf8d959ed73ea" "0" "0" "354" "146" "0" "124" "41" "0" "15" "186" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Dendrobranchiata_Sergestoidea_NA_100.00_192.00_91.93" "506c726359c1809cdb67ca7cb0fff843" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "877" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__ 99.48_193.00_ 73.44_NA" "c5956a4825552f7107181251735c29cc" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "457" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__100.00_191.00_ 73.64_NA" "dd845e2bd707861c84f00da5e8028ec2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "381" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__95.92_49_88.14_______NA_NA_NA_NA" "dc94480178897c5412b16cd9a07e1dbe" "0" "0" "310" "0" "52" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_31_90.32_______NA_NA_NA_NA" "0ef950a6c7d81cf83b6275bc883890a4" "0" "0" "290" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__94.87_39_88.23_______NA_NA_NA_NA" "d416cb1ae87a3580180f9b8e75d56d84" "0" "0" "181" "0" "0" "0" "30" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "45" "0" "0" "0" "0"
"Eukaryota_Metazoa__96.08_51_87.90______NA_NA_NA_NA" "c0ed873e91254066007722b13030db7c" "0" "0" "167" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "42" "0" "0" "0" "0"
"Eukaryota__100_195_92.10_______NA_NA_NA_NA" "522fbcb999184080a7df7320afefc1b6" "0" "0" "0" "114" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__95.92_49_88.14_______NA_NA_NA_NA" "7be6500a22ca1e6aaf9882b7bfe45dcd" "0" "0" "0" "111" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__95.92_49_88.14_______NA_NA_NA_NA" "b8646bdcdee6da8973536a86f8b5c8ec" "0" "0" "0" "103" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa__100_194_92.09______NA_NA_NA_NA" "0bfad0cbb9323b10755f665860bce882" "0" "0" "0" "0" "50" "0" "28" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__100_195_73.41_____NA_NA_NA_NA" "43d35468a5c0b528e6dc810ff208cdd8" "0" "0" "0" "86" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__91.02_147_86.37_____NA_NA_NA_NA" "872568aa2439090c7afa123287fa64ab" "0" "0" "0" "0" "0" "0" "80" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__92.5_80_86.81_____NA_NA_NA_NA" "57d21566ac9d516d185a84cdc1ed486d" "0" "0" "0" "0" "0" "0" "78" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__95.19_208_87.94_______NA_NA_NA_NA" "fa4d4a0488489e9b196eb274bec040c3" "0" "0" "62" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_209_89.58_______NA_NA_NA_NA" "f5e9ca9af006b6264004cf96199ac6e7" "0" "0" "24" "0" "0" "0" "0" "0" "0" "28" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_197_92.12_______NA_NA_NA_NA" "15018cb3d6372898e3fe803f83aefc85" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "49" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa__100_195_92.10______NA_NA_NA_NA" "3f1da4a10984e07bee29ae79e7f62039" "0" "0" "0" "0" "0" "0" "16" "0" "0" "0" "27" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__98.46_195_90.89_____NA_NA_NA_NA" "d29ca487f066f8c7022767446f5aec09" "0" "0" "0" "37" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Stramenopiles_Bacillariophyta_Coscinodiscophyceae_Thalassiosirophycidae_Thalassiosirales__100_195_73.68__NA_NA_NA_NA" "059a29b6af545ee8a44fffa638cb49b5" "0" "0" "29" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_192_89.18_______NA_NA_NA_NA" "3b50fc64bb902861b82b0a84b83f5b0e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "28" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_193_91.64_______NA_NA_NA_NA" "c8a80aac1f05b6c8168e719fb08e73b0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "25" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida__89.21_160_ 85.81_NA_NA_NA" "34b717e02c0b52a5fc00c8a1074492a2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Litostomatea_Haptoria_Pleurostomatida__97.6_208_90.66_NA_NA_NA_NA" "4fe264e83645edfd29fe4f4cbabeede9" "0" "0" "0" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_215_92.29_______NA_NA_NA_NA" "d6277778b518efa7236dfeb51deb5cbd" "0" "0" "21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Hymenostomatida_Tetrahymenina_Tetrahymenidae_Tetrahymena__99.48_193.00_ 91.59_NA_NA" "0c63d69257e380381a6c8a1be50ba27d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17" "0" "0" "0" "0"
"Eukaryota_Stramenopiles_Bacillariophyta_Coscinodiscophyceae_Thalassiosirophycidae_Thalassiosirales_Thalassiosiraceae_Thalassiosira__100_215_ 73.83_NA_NA_NA" "e02b1b38896c65f9b4da9585dc1a17e4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea_Salpida_Salpidae__100_194_91.03_NA_NA_NA_NA" "d1f823d406cee464820b009efd2cfb5f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_194_92.09_______NA_NA_NA_NA" "73c09fb08f0246801b32e612ac62fade" "0" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__99.53_211_92.01_____NA_NA_NA_NA" "0060c9af70be2f4f8e08ce6dcf9e891e" "0" "0" "0" "0" "0" "0" "13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_193_91.69_______NA_NA_NA_NA" "4e864c319719f2f94b13105de583d43e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__96.94_125_89.79_____NA_NA_NA_NA" "1a9b2319915dfaea3907d4e3f34388a9" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Stramenopiles__98.13_214_70.19______NA_NA_NA_NA" "744ca76cf329950948508c1e5aaf2952" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida__84.9_192_ 82.23_NA_NA_NA" "6a4499f709891ec1a8d0f5717f521432" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"OTU" "Feature_name" "261_179_Lych_384_193_S1_L001" "261_180_Reso_372_205_S2_L001" "261_184_Barg_360_217_S3_L001" "261_185_Barg_348_229_S4_L001" "261_186_Reso_336_241_S5_L001" "261_188_Barg_324_253_S6_L001" "261_189_Barg_312_265_S7_L001" "261_190_Eren_300_277_S8_L001" "261_191_Marr_383_194_S9_L001" "261_193_Reso_371_206_S10_L001" "261_200_Fril_359_218_S11_L001" "261_201_Apol_347_230_S12_L001" "261_202_Apol_335_242_S13_L001" "261_204_Keph_311_266_S15_L001" "261_205_Keph_299_278_S16_L001" "261_206_Nano_382_195_S17_L001" "261_207_Unde_370_207_S18_L001" "261_208_Lily_358_219_S19_L001" "261_209_Phys_346_231_S20_L001" "261_210_Lych_334_243_S21_L001" "261_211_Apol_322_255_S22_L001" "261_212_Fril_310_267_S23_L001" "261_213_Fors_298_279_S24_L001" "261_214_Lych_381_196_S25_L001" "261_215_Agal_369_208_S26_L001" "261_216_Diph_357_220_S27_L001" "261_217_Diph_345_232_S28_L001" "261_218_Diph_333_244_S29_L001" "261_219_Diph_321_256_S30_L001" "261_220_Cord_309_268_S31_L001" "261_221_Diph_297_280_S32_L001" "261_222_Gymn_380_197_S33_L001" "261_223_Cras_368_209_S34_L001" "261_225_Nano_344_233_S36_L001" "261_226_Desm_332_245_S37_L001" "261_229_Chun_320_257_S38_L001" "261_230_Lych_308_269_S39_L001" "261_231_Fors_296_281_S40_L001" "261_232_Barg_379_198_S41_L001" "261_237_Chun_367_210_S42_L001" "261_238_Gymn_355_222_S43_L001" "261_239_Barg_343_234_S44_L001" "261_240_Chun_331_246_S45_L001"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina__99.53_214_91.99___NA_NA_NA_NA" "2166a11b34321de16bb320d92dfdb6a0" "472" "4241" "0" "470" "2678" "2657" "1373" "45" "2709" "1536" "458" "1531" "552" "1492" "2535" "669" "259" "758" "346" "0" "2039" "0" "0" "0" "447" "44" "732" "450" "721" "6340" "3878" "991" "344" "0" "415" "1512" "426" "1179" "1631" "815" "1871" "2079" "778"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina__99.53_214_91.99___NA_NA_NA_NA" "793f3b9e3a5ecf2de977d699e48a4a57" "350" "3788" "246" "314" "2678" "2120" "1165" "36" "3112" "1455" "399" "1206" "469" "904" "2156" "687" "237" "851" "295" "13" "1781" "81" "87" "45" "417" "623" "734" "594" "864" "5264" "2749" "911" "0" "0" "327" "1224" "344" "984" "1344" "784" "1932" "1771" "1077"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda__96.23_53_70.76____NA_NA_NA_NA" "c03d531fdfb4a5673501d31fd3ab2a83" "0" "0" "4783" "264" "0" "138" "84" "0" "41" "372" "37" "0" "0" "0" "0" "0" "0" "0" "0" "108" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "373" "0" "0" "0" "0"
