"OTU" "Feature_name" "179_300Apole_091_102_S1_L001" "179_304Crase_079_114_S2_L001" "179_305Crase_067_126_S3_L001" "179_309Forsk_055_138_S4_L001" "179_310Gymno_043_150_S5_L001" "179_311Lychn_031_162_S6_L001" "179_313Marru_019_174_S7_L001" "179_314Praya_007_186_S8_L001" "179_315Resom_090_103_S9_L001" "179_316Resom_078_115_S10_L001" "179_317Vogti_066_127_S11_L001" "179_319Frill_054_139_S12_L001" "179_320Forsk_042_151_S13_L001"
"Eukaryota_environmental samples_uncultured eukaryote__100_88_90.98_______" "4ea9bdbe8905b37dceb629c8365a42af" "0" "0" "0" "0" "0" "0" "0" "0" "3" "3" "0" "40" "0"
"Eukaryota__99.33_150_91.30_________" "51879a3c04e4fe2aafb8c2d408f9c7f5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43"
"Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Mammalia_Eutheria__100_158_91.72__" "43aa9249317000efd40ae8c75264ad2a" "0" "0" "0" "0" "0" "33" "0" "0" "0" "9" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__100_167_91.81_______" "b1938e8e25fb68df748b36264d6cc981" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40"
"Eukaryota_environmental samples_uncultured eukaryote__96.3_162_89.77_______" "ec08b0bc907bb5664b50b990c58477fb" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "37" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__94.74_114_88.12" "91a1b3a491673e7d2f4401d9df79c719" "0" "0" "0" "0" "0" "37" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__92.92_159_70.18" "35af267911b0ffe261f76bbf1cff7d4b" "0" "0" "0" "0" "0" "34" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__96.25_149_89.44" "533ae13299a65378c24158134aab14c2" "0" "0" "0" "0" "0" "33" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples__100_166_73.42________" "044c4a1997ead93a24902190c17e04ec" "0" "0" "20" "0" "0" "13" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__90.91_88_85.94" "04284b425441665de16dc9c80f1af533" "0" "0" "0" "0" "0" "33" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Lophotrochozoa_Rotifera_Monogononta_Ploimida__99.38_161_91.24____" "b11876a7bbacce631bc3bdc4d5f5e7f7" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0" "14" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__96.25_149_89.44" "028ec9bb16c94e26aae00ab6e7a1934f" "0" "0" "0" "0" "0" "31" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi__91.91_173_86.85________" "f12b43fba48cb06a81929991a2da8bce" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "19" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__94.74_114_88.12" "73e03024cc4435cb10911d6c92550dfe" "0" "0" "0" "0" "0" "30" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi_environmental samples_uncultured fungus__100_164_73.42______" "47ab60872e6386722929d9470144f103" "0" "0" "19" "0" "0" "0" "0" "0" "11" "0" "0" "0" "0"
"Eukaryota__99.39_165_90.84_________" "26cfc77f291f6d6dc90f853aae047923" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "29" "0" "0"
"Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Mammalia_Eutheria__100_158_91.72__" "e7785a3a728b4591c21ed4aa76b8d276" "0" "0" "0" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_162_91.76_________" "b90dfdf55b7d2907ca28d7381aae7ef1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "26"
"Eukaryota__100_163_91.77_________" "7d41332b9be9796666702266eb532bb3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "26" "0"
"Eukaryota_Choanoflagellida_Codonosigidae__99.37_158_72.20_______" "68329d3a00ef038be88ae9fc559866bb" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "14"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__94.57_184_88.61" "01ba0da35bb3eef3427eb1563ae137e2" "0" "0" "0" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__93.69_159_87.91" "5fed9637bef4ce29d52c579f3b435808" "0" "0" "0" "0" "0" "25" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Phyllopharyngea_Cyrtophoria_Dysteriida_Dysteriidae__93.25_163_87.00__" "b6f919360c8a5b38653a9da6ec8995e4" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__90.48_159_86.13" "4c40e18f75d12022f1a3e4a7552aa31c" "0" "0" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Choanoflagellida_Codonosigidae__99.37_158_72.20_______" "d2902c38ac247c83d177249dd110fa3f" "0" "0" "12" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea__86.98_169_83.48_" "c7f467dfa814a5cd550ad8235d76d6ec" "0" "0" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__98.12_160_90.56_______" "a23d524e3286b0bf4d0d36edd9879ffd" "0" "0" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__93.69_159_87.91" "810c8425e2f7c8f58da6a0944fe1859d" "0" "0" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__99.33_150_91.30_________" "79cfa421b5dca6a626ffd54ea3a95bf0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21"
"Eukaryota_environmental samples_uncultured eukaryote__92.59_162_87.53_______" "10f7376e88d956147c12f5938526d6e9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21" "0" "0"
"Eukaryota__98.78_164_90.69_________" "dce51a5e4a02af007d5670b403a99b63" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "20" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__96.23_159_89.71_______" "706e2bbc110cbfeaddf0c96a070477cb" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "20" "0" "0"
"Eukaryota__95.81_167_86.49_________" "453207192a1f2c642a2ffe12beb0aa8c" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "9"
"Eukaryota_Metazoa_Porifera_Demospongiae_Haplosclerida_Lubomirskiidae__100_161_73.40____" "068184d229488718f08a9ae3e2735a80" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__91.85_184_87.04" "cc93682fb9e5f2a1923cc3c0238cb4cf" "0" "0" "0" "0" "0" "18" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea__86.11_180_82.89_" "87366d85752934915c8e55e6cca6e688" "0" "0" "0" "0" "0" "18" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__98.15_162_90.13_______" "1b8c215e2c45f70ba961cadaf0b68c8e" "0" "0" "0" "0" "0" "18" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__98.12_160_90.56_______" "f67132ea715e8f8d33a51a0701a71cf8" "0" "0" "0" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__91.85_184_87.04" "d0e3cabd755e04e56f9fc03e36780cd2" "0" "0" "0" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__90.91_88_85.94" "c83463e2c213175fb88f8930b85d452a" "0" "0" "0" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Alveolata__99.38_161_72.34________" "b7e74d5af39d60ed9aa97d28ca12a423" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17" "0" "0"
"Eukaryota__98.14_161_90.37_________" "a37d7d4874f7bc00c313230af82cd799" "0" "0" "17" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi_environmental samples_uncultured fungus__100_164_91.78______" "5d2aa733b6c19267f660edb3c97db885" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17" "0" "0"
"Eukaryota__97.01_167_90.09_________" "1583b89462dffa2f64af966bf5af9197" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__92.93_184_87.42" "f9d1547a5415d939657c0b4dacca756a" "0" "0" "0" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__96.91_162_90.12_______" "cb81d6990ed69b3988d1c8198c299047" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "16" "0" "0"
"Eukaryota_Alveolata_Dinophyceae__94.4_94_70.46_______" "733302b516afc6857eeb982cc4006a0f" "16" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__90.48_159_86.13" "2f6355534a47301c7ab3cab5fb6ee8d7" "0" "0" "0" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__95.56_90_88.69_______" "e8f11d0464dc079d577d69b07db10991" "0" "0" "0" "0" "0" "0" "0" "15" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea__86.11_180_82.89_" "e298b1eaf8e7ae2a4c3968fdd9437bf0" "0" "0" "0" "0" "0" "15" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea__87.98_183_83.95_" "c33314bf250bde3e499f49b6f651ee21" "0" "0" "0" "0" "0" "15" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi__92.44_172_87.07________" "b04294ad2599dbc4ab717bfcc8271aef" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6"
"Eukaryota_environmental samples_uncultured eukaryote__99.38_162_91.44_______" "00ee6591ccf8b63b16a036cece0575e0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "8"
"Eukaryota_environmental samples_uncultured eukaryote__95.06_162_89.05_______" "9daa4c6894f6bd768419af48ab40e57f" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea__85.87_184_82.95_" "94906a03b799af4d13e0ab61f110de3b" "0" "0" "0" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_163_91.77_________" "439d8d9f352c9b43b55f07fce60a4ef4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14" "0"
"Eukaryota_environmental samples_uncultured eukaryote__95.06_162_89.05_______" "007ee7191944e09e8d6224f1ad6607af" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Cnidaria__98.36_123_90.28_______" "b26ff60585b6ce320d3f4539d07e922d" "0" "0" "0" "0" "0" "0" "13" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi__92.07_164_86.90________" "aa0ff83c24afd09a1c32a61fb6147f22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13"
"Eukaryota__98.78_164_89.80_________" "2c5920f0661747cb0fd7584ccb88a211" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8" "0" "5"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea__87.98_183_83.95_" "f9bab79213e3017292ca29074e71c46c" "0" "0" "0" "0" "0" "12" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Alveolata__99.38_161_72.34________" "b5f31295ff61b948d0a05985b48540c1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0"
"Eukaryota_Metazoa_Lophotrochozoa_Nemertea_Enopla_Hoplonemertea__97.63_169_71.31____" "a18aefb5ad0ed020646c6de90e28d5a6" "0" "0" "0" "0" "0" "0" "0" "0" "8" "4" "0" "0" "0"
"Eukaryota_environmental samples_uncultured freshwater eukaryote__95.12_164_88.75_______" "d070a104ffb6b39e569ed492c8b8151f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11"
"Eukaryota_environmental samples_uncultured eukaryote__90.74_162_86.32_______" "a888d68f899da0944512ba82c40a1cab" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina_Anthoathecata_Filifera_Stylasteridae_Distichopora__98.46_110_72.35_" "9a5176b5637a71a460182be33ac00287" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "0" "0"
"Eukaryota__90.29_175_85.53_________" "62811612edb9959e7db021e7af735305" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "0" "0"
"Eukaryota_Alveolata_Dinophyceae__94.4_94_70.46_______" "57a5b9b9f32fc92601b680d25c1d7575" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__95.29_150_88.81" "560df53bd78ac6a2366f6eff3b900ba4" "0" "0" "0" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__97.03_101_89.16" "320c47f2f9280d547666fff4e03a7fe3" "0" "0" "0" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Stramenopiles__99.4_166_73.19________" "f748117a4bff7460eb29e4c5ac0a345e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__91.98_162_86.94" "ec1490bb59affb047286e9eaa1958c6d" "0" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina_Anthoathecata_Filifera_Stylasteridae_Distichopora__98.46_110_72.35_" "9e103ffd763652a3cc6dda133ab77400" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0"
"Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Eurotiomycetes__100_162_91.76____" "8ee39bbdbd53b2c053322b7872701dc5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0"
"Eukaryota_Stramenopiles_Bacillariophyta_Bacillariophyceae_Bacillariophycidae__100_167_72.68_____" "6fc3eaaf02982e6bcb1de2727e82d88a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea__89.62_183_85.15_" "1710cf4d3e46f919c8a34dd6bdcd7cfb" "0" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__98.77_162_91.13_______" "ae628548875e31efddf1d5bb84bb8892" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9"
"Eukaryota_environmental samples_uncultured eukaryote__96.3_162_89.77_______" "85d79e35e27af37dd1d1f001579a6c09" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__92.13_127_86.57" "844a7542ef404cbc511bd4e0e73b2b56" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__95.06_162_89.05_______" "3dd44f762ccca74f0714c8961fadafb3" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__96.86_159_86.00_________" "8485add7270e42e467221d56221a60d6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8" "0"
"Eukaryota__99.39_165_90.22_________" "7987cb7d9cfe3e0a28a59931d06a6c38" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__92.13_127_86.57" "778393dfce06317b8beda9b419c220f7" "0" "0" "0" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__96.3_162_89.77_______" "68e42856a10d6aae8c98139a30b37ef0" "0" "0" "0" "0" "0" "0" "0" "0" "8" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__97.53_162_90.46_______" "50a6366aa7d89cb31b1b9085749ba4e8" "0" "0" "0" "0" "0" "0" "0" "0" "8" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__94.44_162_88.68_______" "0bf10a89ecc0ee06e880a6b3ab58c0b0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8" "0" "0"
"Eukaryota__99.38_160_90.96_________" "884f6ba2e33ba08aaa84ce3bfd0a63c6" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__86.79_159_82.83_________" "7a1e1658e7a8bd04448232563a6e4563" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__90.91_154_86.38_______" "36b6d28fab3c8ea101d763dfe4cc5ea3" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__94.78_115_88.48_______" "2ade4b68962fb71097064f2b00537adc" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea__83.78_185_83.47_" "18e5b198b3bab314bb956b4e8881233c" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea_Euphausiidae__97.03_101_89.16" "0e7ce8260a1796146812f2c43ed018da" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__99.38_162_91.25_______" "c24ee88662d387be1488a4a980344f2d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0"
"Eukaryota_Viridiplantae_Chlorophyta_Ulvophyceae_Cladophorales_Cladophoraceae_Cladophora__99.39_163_72.71___" "8b66077d482106ecf3bddb468a4206a1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0"
"Eukaryota__99.37_159_88.37_________" "5c2249033fca9320f18bb85352236d69" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6"
"Eukaryota__99.4_166_91.43_________" "47107fcc2cd1d3b8a2384b1ee223de10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0"
"Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea__95.6_182_71.43_____" "0000e17fb67b72fab55e49fa8eae60da" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0"
