"OTU" "Feature_name" "179_264_Nano_093_100_S1_L001" "179_265_Nano_081_112_S2_L001" "179_266_Nano_069_124_S3_L001" "179_267_Nano_057_136_S4_L001" "179_268_Nano_045_148_S5_L001" "179_269_Nano_033_160_S6_L001" "179_270_Nano_021_172_S7_L001" "179_271_Nano_009_184_S8_L001" "179_272_Nano_092_101_S9_L001" "179_273_Nano_080_113_S10_L001" "179_274_Nano_068_125_S11_L001" "179_275_Nano_056_137_S12_L001" "179_276_Sulc_044_149_S13_L001"
"Eukaryota_Cnidaria_Hydrozoa__100_162_73.34_NA_NA_NA" "695265d2d04094de581ef67c2ac076b2" "36075" "32159" "60946" "29149" "75951" "30143" "23967" "33310" "54132" "24445" "8843" "31028" "38722"
"Eukaryota_Cnidaria_Hydrozoa__100_162_73.34_NA_NA_NA" "cd639d398beab13ef47701230f73da65" "36177" "33484" "57274" "31580" "72520" "29175" "23805" "30726" "52264" "25532" "11605" "31951" "35673"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea_NA_100.00_164.0_90.41" "9ff22742a4482ef75176a5e772342adf" "0" "0" "0" "0" "61" "473" "0" "7137" "0" "443" "0" "0" "82"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea_NA_100.00_164.0_90.41" "3e9951ff26cec71fc13b93f97507046c" "0" "0" "0" "0" "54" "449" "0" "7158" "0" "91" "0" "0" "59"
"Eukaryota_Cnidaria_Hydrozoa__100_88_72.67_NA_NA_NA" "d915518f3ffa8fdce50026e3e86e283e" "24" "11" "0" "0" "0" "65" "0" "211" "28" "200" "3536" "13" "0"
"Eukaryota_Cnidaria_Hydrozoa__100_88_72.67_NA_NA_NA" "274c6d70ec785434a2b2c7b300914328" "16" "13" "0" "0" "0" "0" "0" "0" "0" "0" "3875" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea_NA_ 98.77_163.0_70.78" "b7dbeb9023053ac9556ddd7dc005c098" "0" "0" "0" "0" "0" "0" "1717" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea_NA_ 98.77_163.0_70.78" "c00d5a35343eabae1e5e00b890fa0077" "0" "0" "0" "0" "0" "0" "1246" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea_NA_100.00_163.0_72.90" "20453a9142c7a602286841e27272728f" "0" "0" "0" "0" "0" "0" "0" "65" "0" "359" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea_NA_100.00_194.0_90.47" "0ce244c886334e12b17e0e8d33c5af0b" "0" "0" "0" "0" "0" "0" "0" "0" "0" "227" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea_NA_100.00_194.0_90.47" "dae8df19723ff7468b5fb88af4c029a6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "139" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__100_116_72.94_NA_NA_NA" "3821cf96ba84cf12ddd2d3717c8b9ead" "0" "0" "19" "0" "109" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__100_116_72.94_NA_NA_NA" "d52bf14c924c0f74649800412f0d6aca" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "57" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__100_104_72.83_NA_NA_NA" "eccc62f8edd4726d81888606f6deb335" "0" "0" "0" "0" "0" "36" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__100_88_72.67_NA_NA_NA" "8fb2ac3ac02ef5b54750a2cc4ea3109d" "0" "0" "0" "0" "0" "0" "0" "0" "26" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__100_104_72.83_NA_NA_NA" "01cc3e18ed6619f3e756c99a6e16c6e6" "0" "0" "0" "0" "0" "21" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__100_317_74.58_NA_NA_NA" "c3e983257434444331b0e93219fa1016" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa__100_126_73.05_NA_NA_NA" "f356bb890f923a8aee8620e55af7d902" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_Ochrophyta_Mediophyceae__99.40_167.00_ 91.5_NA" "3c449ab638832ab92b61e42d036f7167" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4" "0" "0" "0"
