"OTU" "Feature_name" "152_300Apole_091_102_S1_L001" "152_304Crase_079_114_S2_L001" "152_305Crase_067_126_S3_L001" "152_309Forsk_055_138_S4_L001" "152_310Gymno_043_150_S5_L001" "152_311Lychn_031_162_S6_L001" "152_313Marru_019_174_S7_L001" "152_314Praya_007_186_S8_L001" "152_315Resom_090_103_S9_L001" "152_316Resom_078_115_S10_L001" "152_317Vogti_066_127_S11_L001" "152_319Frill_054_139_S12_L001" "152_320Forsk_042_151_S13_L001"
"Eukaryota_environmental samples_uncultured eukaryote__100_153_91.67___" "b21a8538810c660dcaa807a6faae1933" "58165" "35887" "35782" "32123" "43849" "933" "42373" "47399" "78820" "51295" "32870" "56012" "2853"
"Eukaryota_environmental samples_uncultured eukaryote__100_153_91.67___" "9b3ee46433f2514d43c047a735319a81" "48087" "31414" "30654" "22736" "37873" "917" "36610" "39488" "68149" "44265" "28383" "49209" "2626"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Dendrobranchiata" "e26ad02cbdb87ca4cd0e25c1a5e4ea00" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "46751"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata" "f8f9dd4f8aac3624d90e4592152042d5" "0" "0" "0" "0" "0" "40757" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Dendrobranchiata" "ac95ec9b94e750f16e7d138db90282a7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "38971"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata" "6a7a3477bf10c75500b5e68941adf3ad" "0" "0" "0" "0" "0" "36334" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__88.81_143_82.52_____" "49bf53f1464c5e70b8359c3ce98185ac" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9442" "0" "0"
"Eukaryota__88.81_143_82.52_____" "ed77fb1a0119d14fa943346adcdbdc86" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6661" "0" "0"
"Eukaryota__96.09_108_88.94_____" "301a553a6ce5fa08244e9d373d284260" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4197" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__96.41_88_89.24___" "bf2f64f14a15f2be57fa1de2b4fd7014" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3607" "0" "0"
"Eukaryota__88.89_153_84.62_____" "c901a9db334d0b83460f795517a688fa" "0" "0" "294" "0" "5" "1289" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__88.89_153_84.62_____" "afae448ef9cee5af8a300c5fc1c921c5" "0" "0" "0" "0" "0" "0" "70" "0" "416" "0" "936" "11" "77"
"Eukaryota__88.89_153_84.62_____" "73d043c0bd9753302e4f5971b45df30b" "0" "0" "258" "0" "0" "1116" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea__100_153_91.40_" "0c4b721712079566147cbc14ec4bba2b" "0" "0" "0" "0" "0" "0" "0" "1281" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea__100_153_91.40_" "bf670bb49786e81ef10de301f8534c6e" "0" "0" "0" "0" "0" "0" "0" "1174" "0" "0" "0" "0" "0"
"Eukaryota__88.89_153_84.62_____" "0b48bcfdc5310823802726f41a580bc9" "0" "0" "0" "0" "0" "0" "72" "0" "299" "0" "732" "0" "0"
"Eukaryota__87.5_104_86.22_____" "8f6b9838ea7549fe7a3a3e112903dd5d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "665" "0" "0"
"Eukaryota__100_153_91.47_____" "1764c07cd9f7aca9d249a1eaa50c8026" "0" "0" "0" "0" "0" "0" "0" "0" "0" "71" "0" "190" "0"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina__96.26_108_71.23_" "a192960b84cb99da3e9df46c36713d84" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "194" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__100_86_90.96___" "7b7bdce2887a13b7f9958aefa15ca0f2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "190" "0" "0"
"Eukaryota__100_153_91.40_____" "714d52c05c2ff6d4ab49a350bb74a833" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "154" "0" "0"
"Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Mammalia_Eutheria__100" "62076735de77ff536ca9b5797e113b05" "0" "0" "0" "26" "0" "0" "0" "0" "13" "73" "0" "45" "0"
"Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Mammalia_Eutheria__100" "caea65103fca7699f8f77d61c3fbc3bb" "0" "0" "0" "35" "0" "0" "0" "0" "36" "80" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__85.99_157_82.88___" "e597aefe31b120f23e88ba2cc56f96eb" "0" "61" "87" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Viridiplantae_Streptophyta_Embryophyta_Tracheophyta_Spermatophyta_Magnoliophyta_Liliopsida_Poales_" "3bb6c87b9cf7acbab2ac1b486ceadc4e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "90" "0" "56" "0"
"Eukaryota_Metazoa__86.93_153_83.27____" "75a24bd7da74c09f6f8378994850c0c0" "0" "0" "0" "0" "0" "136" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa__86.93_153_83.27____" "34a74945f7396bb89631e5b8b2fb3dd1" "0" "0" "0" "0" "0" "125" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__96.3_54_71.00___" "c0a714e83a9a44846551654e74e3d862" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "117" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__96.3_54_71.00___" "1948c2d969e6ace0021e9ade95f71d76" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "113" "0" "0"
