"OTU" "Feature_name" "179_227Halis_379_198_S1_L001" "179_228Nanom_367_210_S2_L001" "179_233bChun_355_222_S3_L001" "179_234bEren_343_234_S4_L001" "179_235bApol_331_246_S5_L001" "179_236Apole_319_258_S6_L001" "179_241Lensi_307_270_S7_L001" "179_242Forsk_295_282_S8_L001" "179_243Apole_378_199_S9_L001" "179_244Steph_366_211_S10_L001" "179_245Diphy_354_223_S11_L001" "179_246Diphy_342_235_S12_L001" "179_247Diphy_330_247_S13_L001" "179_248Diphy_318_259_S14_L001" "179_249Diphy_306_271_S15_L001" "179_250Vogti_294_283_S16_L001" "179_251Diphy_377_200_S17_L001" "179_252Agalm_365_212_S18_L001" "179_253Agalm_353_224_S19_L001" "179_254Chuni_341_236_S20_L001" "179_255Apole_329_248_S21_L001" "179_256Apole_317_260_S22_L001" "179_257Apole_305_272_S23_L001" "179_258Praya_293_284_S24_L001" "179_259Steph_376_201_S25_L001" "179_260Apole_364_213_S26_L001" "179_261Sphae_352_225_S27_L001" "179_262Forsk_340_237_S28_L001" "179_263Apole_328_249_S29_L001"
"Eukaryota__92.41_79_88.07_______NA" "147f8480cf2432d9b967ae606d1e79d7" "0" "0" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__93.98_166_87.27_______NA" "705b2f30e298a4836d05bb7c202846cd" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__100_128_91.41_____NA" "40dbde1ff470848c79811eb7c0321d67" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi_Dikarya_Ascomycota_Saccharomycotina_Saccharomycetes_Saccharomycetales_Pichiaceae_environmental samples__100_165.00" "f348f93db9c663e01699798e4ead01c9" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_160_90.03_______NA" "b73e75c4694873bca9356b573102eec4" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__100_128_91.41_____NA" "99c69ba04b49088c7b2ebcdbfa520777" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__91.82_159_87.02_____NA" "8f8dd59ef6fde60499c22d2b882df329" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__98.14_161_89.29_______NA" "70b5518e6e9a8b6edcf7c0d3acc321d2" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina_Leptothecata_Sertulariidae_Sertularella__96.55_109_ 71.54" "0cf57308fb2d0b37aaad1ec64d915a3d" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_162_91.76_______NA" "6b5a41ac34ff66c36ccaaab0569e8943" "0" "0" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__98.19_166_90.40_______NA" "414f57660862605e3413d0024c5c6407" "0" "0" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Platyhelminthes_Catenulida_Stenostomidae_Stenostomum__98.78_164_91.15__NA" "ff1b9ad1308752b9660d0aa30d5d9049" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__91.82_159_87.02_____NA" "5c1ecafdb984fa665feec3ac96af8f4a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_162_91.76_______NA" "13bda82e97790593c4d91a82782c0172" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cryptophyta_Cryptomonadales_Cryptomonadaceae_Cryptomonas__100_164_90.22___NA" "119cbdbd33c2856db493d6a8735c3039" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_101_87.60_______NA" "b4ca53c1525f487fd3d09e7882563875" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__96.3_162_89.77_____NA" "7a121cf51aa8875597746927065b905f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi_environmental samples_uncultured fungus__100_164_91.78____NA" "2e3a49d20df730cffb848135b4790aea" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Peracarida_Mysidacea_Lophogastrida_Eucopiidae_NA" "13bd67f026c82a82c3b77a9a3c5b78f4" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__95.06_162_89.05_____NA" "ef3fbc6e2d7a6737776bba6071b4928c" "0" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__99.4_166_90.78_______NA" "dd3d0d61907eacf810f77d18c291be4d" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Peracarida_Mysidacea_Lophogastrida_Eucopiidae_NA" "12d085c70908474919f5b1d353668ffa" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__88.27_162_84.60_____NA" "afc719f1c7277ebdc6b6ba3c45fe031f" "0" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Rhizaria_Cercozoa__100_168_71.46_____NA" "79936c637a2a010e8d162878ef10f183" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__100_167_73.33_____NA" "7667b53395316cee8ebf16a84ae0c02e" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi__87.35_166_83.70______NA" "4e20249c44f6e9ad57e0771a1a124c79" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__97.46_139_90.20_____NA" "4bb4b9d224427cfc78b7ee8f5dcad283" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
