"OTU" "Feature_name" "272_300Apole_091_102_S1_L001" "272_304Crase_079_114_S2_L001" "272_305Crase_067_126_S3_L001" "272_309Forsk_055_138_S4_L001" "272_310Gymno_043_150_S5_L001" "272_311Lychn_031_162_S6_L001" "272_313Marru_019_174_S7_L001" "272_314Praya_007_186_S8_L001" "272_315Resom_090_103_S9_L001" "272_316Resom_078_115_S10_L001" "272_317Vogti_066_127_S11_L001" "272_319Frill_054_139_S12_L001" "272_320Forsk_042_151_S13_L001"
"Eukaryota_environmental samples_uncultured eukaryote__94.68_259_89.39_____" "d3028e82de9fe0860a37b4f869a50155" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__95.78_166_89.51_____" "b506aa8a4be2219713c088a34a223a05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0" "0"
"Eukaryota_Metazoa_Lophotrochozoa_Gastrotricha_Chaetonotida_Paucitubulatina_Chaetonotidae__98.43_254_73.36_" "c0e0bffee1c4213cfc1b581e50486049" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0"
"Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea__91.36_162_87.10___" "8c57807ee2d85db594a575ce5a8c2d69" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0"
"Eukaryota__86.92_107_85.29_______" "dcbbd8176ff5c37351f7826506aa398c" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__97.18_248_90.76_______" "62217287618e4aa7d1b7d9689e99c56f" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea__91.42_233_87.58___" "1b159e076b0a9bdf96ad736245f5aed0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0" "0" "0"
"Eukaryota__99.07_143_90.94_______" "18b4ff14d00f47fbd4a9fbc733200b8d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__99.62_316_92.58_____" "028974bda8f366bf0be8b739bc9bb169" "0" "2" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0"
"Eukaryota__95.26_232_89.43_______" "f6e43a44edde2190b6b34a62ea06ba34" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__96_250_90.23_______" "de2233c86d2903895916b490687c8943" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea__89.33_253" "f34605ed6fb5387bf537e6a79b1234f1" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__99.21_252_92.09_______" "7e60e4a2b31ed213ab23f80b20b73540" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0"
"Eukaryota_environmental samples_uncultured eukaryote__100_140_91.53_____" "3bc39dc9c6c9be10090da90a5bc0b4bf" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__98.92_186_91.44_____" "f023fa076f6cf1693a32cafcb803376c" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0"
"Eukaryota_Fungi__98.83_256_91.20______" "e4e418c9c7ebab2a2621dafe1acd63cb" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__90.87_208_86.67_______" "a19721f155011ba71941d1027be0e62f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__86.26_262_83.38_____" "2b92e9080deb772b6e348b673f846d1b" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0"
"Eukaryota_environmental samples_uncultured eukaryote__94.86_253_89.69_____" "5a84ee904af67b53eea29bfc584f512b" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina__96.33_109_88.89___" "4ce130eb83ecf4373738baff0efe5b29" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5"
"Eukaryota_environmental samples_uncultured eukaryote__98.61_183_91.25_____" "3e5c2b010181ac6b51228f99d1e03534" "0" "0" "0" "0" "0" "0" "5" "0" "0" "0" "0" "0" "0"
"Eukaryota__99.03_207_88.13_______" "200113eb756cbfff68f9d68ca96a679e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5" "0"
"Eukaryota_environmental samples_uncultured eukaryote__98.92_227_91.58_____" "1d378532a89b37379d4ce038a67464a1" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__94.05_252_89.32_______" "e91b9859b17324198545a2c4c5311b53" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3"
"Eukaryota__99.6_252_92.44_______" "48806007f3bd72ef63a75b26f71cbca6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3"
