"OTU" "Feature_name" "134_179_Lych_384_193_S1_L001" "134_180_Reso_372_205_S2_L001" "134_184_Barg_360_217_S3_L001" "134_185_Barg_348_229_S4_L001" "134_186_Reso_336_241_S5_L001" "134_188_Barg_324_253_S6_L001" "134_189_Barg_312_265_S7_L001" "134_190_Eren_300_277_S8_L001" "134_193_Reso_371_206_S10_L001" "134_200_Fril_359_218_S11_L001" "134_201_Apol_347_230_S12_L001" "134_202_Apol_335_242_S13_L001" "134_203_Barg_323_254_S14_L001" "134_204_Keph_311_266_S15_L001" "134_205_Keph_299_278_S16_L001" "134_206_Nano_382_195_S17_L001" "134_207_Unde_370_207_S18_L001" "134_208_Lily_358_219_S19_L001" "134_209_Phys_346_231_S20_L001" "134_210_Lych_334_243_S21_L001" "134_211_Apol_322_255_S22_L001" "134_212_Fril_310_267_S23_L001" "134_213_Fors_298_279_S24_L001" "134_214_Lych_381_196_S25_L001" "134_215_Agal_369_208_S26_L001" "134_216_Diph_357_220_S27_L001" "134_217_Diph_345_232_S28_L001" "134_218_Diph_333_244_S29_L001" "134_219_Diph_321_256_S30_L001" "134_220_Cord_309_268_S31_L001" "134_221_Diph_297_280_S32_L001" "134_222_Gymn_380_197_S33_L001" "134_223_Cras_368_209_S34_L001" "134_225_Nano_344_233_S36_L001" "134_226_Desm_332_245_S37_L001" "134_229_Chun_320_257_S38_L001" "134_230_Lych_308_269_S39_L001" "134_231_Fors_296_281_S40_L001" "134_232_Barg_379_198_S41_L001" "134_237_Chun_367_210_S42_L001" "134_238_Gymn_355_222_S43_L001" "134_239_Barg_343_234_S44_L001" "134_240_Chun_331_246_S45_L001"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Malacostraca__100_120.00_ 91.30_NA" "357fa098ba03896e8f04267f02bf7439" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "79" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_Cercomonadida__100_115_73.01_NA_NA_NA" "4c2848fa3d1bf12e23c564abad3556cf" "0" "0" "0" "0" "0" "30" "0" "42" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa___uncultured Cercozoa_NA_ 91.67_ 36.00" "2e91671c133ca6aff7c394cdf6111167" "0" "0" "41" "0" "0" "0" "6" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA" "54c41e72264927d09c66692d51d3980e" "0" "0" "0" "0" "0" "0" "0" "73" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__98.39_62_89.02___NA_NA_NA" "ca12f8417011275295499f263fcd7f2f" "0" "0" "0" "0" "33" "0" "6" "32" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa___uncultured Cercozoa_NA_ 97.92_ 48.00" "83f50e5492d91c37f0e395a4e26b9abe" "0" "0" "0" "69" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp_NA_ 91.67_ 36.00" "87afefec5ff6bea154e827a85d13f768" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "68" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa__94.83_58_89.22__NA_NA_NA" "bc6ca83835cf86d3e8edd1a162434134" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "67" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia_Paracalanus_Paracalanus parvus_NA_ 99.15_117.00" "1d86c642963416f71a9ef9aa2c0682ce" "0" "0" "0" "0" "0" "0" "65" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa___uncultured Cercozoa_NA_ 97.92_ 48.00" "893ae8d8c137bb08c43819af2ea2bea2" "0" "0" "0" "63" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa__98.08_52_89.65__NA_NA_NA" "deb112cc2f068a72e241a34763290a73" "0" "0" "17" "0" "0" "0" "0" "0" "0" "17" "0" "0" "28" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chordata_Craniata_Actinopterygii_Actinopteri__100_ 26.00_ 90.29_NA" "7c2b9294e5690766823c858123ff7257" "0" "0" "0" "0" "0" "0" "0" "62" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA" "782fa956cd5a1102ebead7ec052d5c47" "0" "0" "0" "0" "0" "0" "0" "62" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_61_89.67___NA_NA_NA" "b366cfac32cb711bf990880f530534c8" "0" "0" "0" "59" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales__95.24_63_ 88.04_NA_NA" "34acbef7c2dc9651cb2cc292d2fb5c1d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0" "0" "37" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa__94.83_58_89.22__NA_NA_NA" "3509f52139099d74eacc44d97b89ec3f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "58" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa___uncultured Cercozoa_NA_ 97.92_ 48.00" "f7c22194dfe997654b855a1bcfae1c9f" "0" "0" "0" "56" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales__94.87_117_ 86.96_NA_NA" "addbf6ca6181ce7818d26c22f5400006" "0" "0" "0" "0" "56" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia_Paracalanus_Paracalanus parvus_NA_ 99.15_117.00" "62197c31c64db236ec502c1887f08bcb" "0" "0" "0" "0" "0" "0" "56" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_61_89.67___NA_NA_NA" "392e62cdd17c3f2fe13788b46d26127c" "0" "0" "0" "56" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__98.39_62_89.02___NA_NA_NA" "d402ec361633f8aaf4955bd69d5146c1" "0" "0" "0" "0" "36" "18" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_60_87.26___NA_NA_NA" "ae0c4c308d1b3ffd02bf98e93cafc902" "0" "0" "19" "0" "0" "0" "0" "34" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales__95.24_63_ 88.04_NA_NA" "0317ee24999f4b221f806b7b0fcb8d4d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24" "0" "0" "25" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa___uncultured Cercozoa_NA_ 97.92_ 48.00" "5dfab86845105b4066a643a0030c0bec" "0" "0" "16" "32" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__100_119.00_ 91.06_NA" "edb8e75ccd161eecc33ddb4bd84c76b8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "44" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa___uncultured Cercozoa_NA_ 95.83_ 48.00" "64691078b2d10b2fe635d9e7051107c6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "33" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "0" "0" "0" "0"
"Eukaryota__98.39_62_89.02___NA_NA_NA" "5bb2293f092f9131910313f057aaf2ae" "0" "0" "0" "0" "0" "0" "0" "44" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp_NA_ 91.67_ 36.00" "8fb8c404e05f5d24378e0ab30b9762fa" "0" "0" "0" "43" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa___uncultured Cercozoa_NA_ 95.83_ 48.00" "e32a11a2d79cd6fdf7d013aa62412fd9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__97.25_109_88.26___NA_NA_NA" "b8a28f98be8a3b7bb203dd2a0af8e183" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "38" "0" "0" "0" "0"
"Eukaryota__100_60_87.26___NA_NA_NA" "eb7a2d5c210d8ca8d78e74421f9611dc" "0" "0" "14" "0" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__91.67_60_87.16___NA_NA_NA" "565b41493cfa15b91c6137313d5bbc2b" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "36" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bacillariophyta_Bacillariophyceae_Naviculales_Pinnulariaceae_Pinnularia__ 97.92_ 48.00_ 71.62" "43aa7dc4d6e90cd7cedc1aa14203d076" "0" "0" "0" "36" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp_NA_ 91.67_ 36.00" "d0cbe37f3bb97f44cd0d878ed38d2150" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "35" "0" "0" "0" "0"
"Eukaryota__97.25_109_88.26___NA_NA_NA" "5fd6017c531cea92d3f04d3b63a7eb6e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "35" "0" "0" "0" "0"
"Eukaryota_Bacillariophyta_Bacillariophyceae_Naviculales_Pinnulariaceae_Pinnularia__ 97.92_ 48.00_ 71.62" "4130792d1b899caed75ef7824e239797" "0" "0" "0" "35" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales_Paraphysomonadaceae_Paraphysomonas__100.00_117.00_ 87.31" "77f5b94445bf0c66bfb1806b3d44b5e2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__94.12_119.00_ 88.12_NA" "dcdcbfed3fc70a204cc0ce736827727d" "0" "0" "0" "0" "0" "33" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa___uncultured Cercozoa_NA_100.00_ 48.00" "e0186b848e1b0a1aca0ac5a1e5a1aec6" "0" "0" "0" "32" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__91.92_99_87.85___NA_NA_NA" "7314b60269d22a71cf6cba8af55ac3c8" "0" "0" "5" "0" "8" "0" "0" "19" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa__98.08_52_89.65__NA_NA_NA" "c7a753697f13921402fa4253bfeb9e5d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "31" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_23_90.26___NA_NA_NA" "a6ca24f208ffb02847a18f54ecd9b6c2" "0" "0" "0" "0" "0" "0" "0" "31" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__93.33_60_86.49___NA_NA_NA" "2663906393a60fba97c946495e74020a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia__100_117.00_ 90.75_NA" "1fe35cf8c9fb3c545f7c3296f2d81ec9" "0" "0" "0" "0" "30" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia__98.53_ 68.00_ 90.57_NA" "7337516544f57ae2e90a739609e49305" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "29" "0" "0" "0" "0"
"Eukaryota__90_60_85.88___NA_NA_NA" "cde5e78a0423e07fa247d5d987418b51" "0" "0" "28" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__91.67_60_87.16___NA_NA_NA" "6fae223606cf8bd15eb394046af296f7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "27" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA" "0738b858297b472e674cc0643a1faecc" "0" "0" "0" "0" "0" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa__94.74_57_88.03__NA_NA_NA" "c7259fc6348cc764d3ad76537a324251" "0" "0" "0" "25" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Malacostraca__97.5_ 40.00_ 89.23_NA" "12e275b338b8896b48eb614ec895402a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "25" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__94.12_119.00_ 88.12_NA" "e3c77d043219e5be03a9be1e8f52f1f9" "0" "0" "0" "0" "0" "0" "24" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__90.16_61_85.93___NA_NA_NA" "b596cee39167c6c35352b2baa8947302" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23" "0" "0" "0" "0"
"Eukaryota_Bacillariophyta_Bacillariophyceae__90.6_117_85.08_NA_NA_NA" "7931159e0fe960bcec532134bf4e672e" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__90_60_87.54___NA_NA_NA" "549da547fa02bb3823848b76296a67aa" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa__94.74_57_88.03__NA_NA_NA" "31c3a5f78a275e2c82e9165631ff513d" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa___uncultured Cercozoa_NA_ 97.92_ 48.00" "f140c53f6f518dd646665c88c6571572" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales__90.6_117_ 86.12_NA_NA" "c5ef1f36fde3aafe5ad209db389720da" "0" "0" "0" "0" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa___uncultured Cercozoa_NA_100.00_ 48.00" "54e199304f136f67c2434bd3e49ce7a2" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa___uncultured Cercozoa_NA_ 97.92_ 48.00" "0b1305e2c90acd58c73083be74369f8c" "0" "0" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Hexanauplia__98.53_ 68.00_ 90.57_NA" "bd137377cb52116abed7ee77a15f3ff4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__95.8_119.00_ 88.81_NA" "e1d59a32f67f8dcc88af51817743e0dd" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Arthropoda_Crustacea_Multicrustacea_Malacostraca_Leucothoe_Leucothoe eltoni_NA_ 95.12_ 41.00" "9b223c4ae8ed5318884ba6948ac1106d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales__94.02_117_ 88.31_NA_NA" "95e5319952c68e67cd8699f5f0c8a508" "0" "0" "20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A___NA_NA_NA" "0ad3a192a6436553a55ab9f9427e5bc2" "0" "0" "0" "0" "0" "20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales__100_60_ 90.67_NA_NA" "ecf41aa26528e0edf265f7d8ccc1144d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "19" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__93.55_62_88.63___NA_NA_NA" "d0870a906e11491328603a2ba547f905" "0" "0" "19" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
